weekday;day;month;year;time;EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Wed;25;4;2018;11:00;9,6;10,9;10,63;38,43;2,36;20,68;2,54;24,06;1,98;4,09;27,51;5,36;2,48;3,8;25,12;4,33
Wed;25;4;2018;11:15;13,2;12,9;11,15;43,9;3,11;18,6;2,53;24,58;1,97;1,07;30,67;6,86;1,92;4,2;23,12;6,94
Wed;25;4;2018;11:30;7,9;13,2;10,38;43,34;2,39;20,72;2,53;24,06;2,98;3,39;30,36;6,99;2,94;5,3;25,39;18,28
Wed;25;4;2018;11:45;10,5;11,7;10,16;38,38;2,28;17,85;5,2;24,22;2,9;4,86;30,88;7,01;1,95;7,3;24,38;10,61
Wed;25;4;2018;12:00;12,4;15,0;11,29;42,73;2,31;19,8;7,99;23,71;1,97;5,34;29,97;7,05;2,26;9,1;23,14;10,33
Wed;25;4;2018;12:15;10,5;10,8;10,94;37,72;3,12;20,0;8,0;23,77;1,98;4,39;30,6;7,08;2,74;10,9;23,12;11,09
Wed;25;4;2018;12:30;13,8;13,6;9,56;40,23;2,21;18,21;8,02;25,55;1,98;4,09;31,54;7,22;2,44;12,1;24,34;10,97
Wed;25;4;2018;12:45;7,7;13,1;10,69;43,89;2,13;22,09;8,06;24,23;2,54;4,09;30,69;8,54;3,17;12,9;25,25;10,8
Wed;25;4;2018;13:00;11,3;13,4;11,35;41,58;3,22;17,32;8,07;24,97;3,05;4,09;30,62;8,32;2,32;11,0;23,24;10,65
Wed;25;4;2018;13:15;9,4;10,8;11,12;37,72;2,3;22,02;8,11;23,51;2,29;4,09;31,44;8,31;2,91;11,2;23,24;14,07
Wed;25;4;2018;13:30;10,9;15,0;11,39;43,38;2,39;22,31;8,15;24,57;1,98;4,09;29,81;8,46;3,19;12,6;23,25;11,17
Wed;25;4;2018;13:45;13,6;11,8;10,05;43,8;2,22;21,6;8,2;25,23;1,98;4,03;31,1;9,26;2,96;12,4;23,27;10,83
Wed;25;4;2018;14:00;10,3;12,3;10,33;39,19;2,89;22,21;8,18;24,23;2,05;2,97;29,36;11,29;2,97;12,4;25,4;11,18
Wed;25;4;2018;14:15;11,9;13,4;11,38;42,75;3,01;22,68;8,17;24,91;3,06;4,35;30,25;10,97;3,2;12,7;24,01;11,85
Wed;25;4;2018;14:30;8,5;12,5;11,63;40,76;2,3;24,96;8,17;23,6;2,62;4,35;30,17;8,2;3,2;11,1;23,24;11,3
Wed;25;4;2018;14:45;13,0;12,5;10,87;39,72;2,76;22,32;8,13;24,58;1,98;4,54;29,66;8,31;3,2;12,5;23,28;11,64
Wed;25;4;2018;15:00;12,3;13,2;9,8;44,54;2,46;21,76;8,12;25,13;1,98;4,54;29,69;8,73;3,19;12,3;23,36;11,23
Wed;25;4;2018;15:15;11,5;13,2;10,81;38,98;3,01;22,05;8,11;24,35;1,98;4,54;28,49;11,06;3,2;13,1;23,51;13,12
Wed;25;4;2018;15:30;12,1;11,2;11,02;37,92;2,38;23,01;8,08;24,62;2,26;4,14;29,54;10,9;3,18;12,0;26,17;13,1
Wed;25;4;2018;15:45;8,4;15,0;11,52;42,82;2,18;24,82;8,16;23,74;3,06;4,14;29,22;7,95;3,18;11,7;23,35;11,08
Wed;25;4;2018;16:00;12,1;10,6;11,51;41,62;3,01;26,49;8,17;23,93;2,83;0,78;28,53;8,33;3,18;12,0;23,33;11,43
Wed;25;4;2018;16:15;10,2;13,7;10,93;40,27;2,42;24,79;8,15;25,41;1,98;5,82;29,73;9,46;3,17;12,7;23,26;10,95
Wed;25;4;2018;16:30;13,8;13,4;9,95;40,89;2,62;21,68;8,16;24,53;1,99;5,82;29,46;10,97;3,17;11,1;23,25;11,42
Wed;25;4;2018;16:45;10,7;12,2;10,54;38,11;3,15;21,97;8,1;24,59;1,99;3,47;28,68;10,81;3,17;12,5;23,26;10,81
Wed;25;4;2018;17:00;10,5;12,0;11,22;42,27;1,95;22,3;8,1;24,57;1,98;3,47;29,04;7,87;3,17;12,3;23,2;11,15
Wed;25;4;2018;17:15;10,0;14,4;10,66;43,48;3,07;24,6;8,07;22,78;2,96;3,47;28,53;8,85;3,16;13,3;23,15;10,38
Wed;25;4;2018;17:30;10,7;11,6;10,02;40,63;2,32;24,51;8,07;24,86;3,07;2,69;29,25;10,14;3,16;11,0;23,17;14,67
Wed;25;4;2018;17:45;13,7;11,9;11,1;39,4;2,77;21,62;8,07;24,29;2,0;3,32;29,71;11,13;3,16;11,3;23,13;10,55
Wed;25;4;2018;18:00;9,9;14,6;10,81;42,39;2,42;21,53;8,06;24,05;1,97;3,46;28,73;9,96;3,16;12,2;23,14;7,72
Wed;25;4;2018;18:15;12,2;11,4;10,36;40,59;2,68;21,5;8,06;22,96;1,98;4,56;30,05;9,7;3,16;12,4;23,12;4,32
Wed;25;4;2018;18:30;8,4;13,1;10,49;42,93;2,28;21,41;8,04;23,27;2,31;4,56;27,82;9,35;3,18;11,3;18,22;6,24
Wed;25;4;2018;18:45;10,0;12,4;10,84;41,24;2,86;24,05;8,06;24,91;3,05;4,56;25,97;9,61;3,18;12,2;16,93;5,49
Wed;25;4;2018;19:00;11,9;14,4;11,23;37,46;2,89;22,99;8,04;24,46;2,59;4,56;26,74;9,69;3,16;10,1;16,14;4,73
Wed;25;4;2018;19:15;10,9;10,3;9,69;38,81;2,28;21,21;8,01;23,11;1,98;4,56;27,35;9,79;3,15;10,8;16,2;4,13
Wed;25;4;2018;19:30;12,7;14,2;9,47;39,15;2,9;21,18;8,01;24,33;1,97;4,56;27,34;9,8;3,15;10,3;14,31;5,61
Wed;25;4;2018;19:45;7,8;12,1;11,1;37,92;2,19;20,98;7,97;22,61;1,97;4,56;26,29;9,28;3,15;9,7;16,81;4,43
Wed;25;4;2018;20:00;11,4;12,5;10,81;39,38;3,09;19,66;7,96;23,74;2,91;2,06;27,15;9,71;3,14;9,5;13,0;4,03
Wed;25;4;2018;20:15;9,9;11,7;10,07;41,07;2,0;19,28;7,95;24,24;2,89;4,52;27,21;9,74;3,14;10,4;16,61;4,32
Wed;25;4;2018;20:30;13,2;14,3;10,06;37,89;2,49;11,87;7,91;23,61;1,97;3,01;30,46;9,02;3,14;10,0;12,68;4,12
Wed;25;4;2018;20:45;10,3;10,9;9,53;39,98;2,52;13,83;7,91;24,36;1,96;4,22;28,89;9,85;3,15;9,5;16,24;4,02
Wed;25;4;2018;21:00;10,7;12,5;10,43;39,45;2,63;13,85;7,91;24,09;1,97;4,22;28,62;9,7;3,15;8,3;12,75;3,82
Wed;25;4;2018;21:15;9,7;14,1;10,88;37,87;2,34;10,58;7,93;21,57;2,14;4,22;28,94;9,68;3,15;8,4;15,02;4,02
Wed;25;4;2018;21:30;9,1;11,0;9,5;38,46;2,66;10,57;7,93;24,49;3,06;4,22;28,96;9,67;3,16;7,4;14,94;3,83
Wed;25;4;2018;21:45;13,1;12,7;10,65;38,0;2,51;10,54;7,94;24,38;2,76;4,22;29,6;10,41;3,16;7,7;13,85;3,92
Wed;25;4;2018;22:00;9,9;13,4;10,16;38,34;2,63;10,45;7,87;22,97;1,98;4,22;21,89;9,31;3,13;8,0;13,4;3,82
Wed;25;4;2018;22:15;12,7;11,9;9,56;39,42;2,05;10,45;7,89;24,0;1,98;4,22;22,12;10,55;3,16;5,6;13,43;3,82
Wed;25;4;2018;22:30;7,1;11,0;9,38;38,29;3,15;10,19;7,9;23,3;1,98;4,22;21,04;10,2;3,16;4,9;13,19;3,82
Wed;25;4;2018;22:45;12,5;14,5;9,79;37,61;1,78;7,8;7,89;22,41;2,43;4,22;20,96;9,5;3,15;4,6;12,05;3,82
Wed;25;4;2018;23:00;9,2;10,9;10,27;38,82;3,14;11,22;7,89;23,87;3,07;4,22;20,81;8,13;3,15;4,2;12,11;3,82
Wed;25;4;2018;23:15;13,3;12,6;10,28;39,0;1,75;5,76;7,87;24,1;2,31;4,22;20,85;7,1;3,16;4,6;13,76;3,72
Wed;25;4;2018;23:30;10,4;12,5;9,61;38,82;2,92;10,73;7,86;22,3;1,98;4,22;20,99;6,87;3,14;3,9;12,17;3,72
Wed;25;4;2018;23:45;9,1;13,1;9,73;39,1;2,12;5,64;7,87;23,93;1,97;1,22;20,83;6,87;3,15;3,9;12,05;3,72
Thu;26;4;2018;00:00;10,4;11,2;9,22;38,81;2,37;8,31;7,86;21,77;2,26;3,26;22,08;6,85;2,88;3,9;10,21;3,82
Thu;26;4;2018;00:15;8,4;13,8;9,44;37,69;2,64;7,81;7,86;23,6;3,05;3,31;22,08;6,84;3,16;3,9;11,41;3,62
Thu;26;4;2018;00:30;13,6;11,0;9,94;37,86;1,84;5,66;7,86;23,59;2,73;4,04;23,26;6,79;3,16;3,8;11,44;3,92
Thu;26;4;2018;00:45;9,4;12,4;9,49;38,1;3,12;8,15;4,16;22,39;1,99;5,35;23,91;6,23;3,15;3,8;11,48;3,52
Thu;26;4;2018;01:00;10,9;12,8;9,32;39,33;2,11;4,8;2,15;23,97;1,98;5,06;15,31;6,55;3,13;3,8;11,47;3,82
Thu;26;4;2018;01:15;8,5;12,4;10,26;38,06;2,51;7,13;2,29;21,66;1,98;3,79;13,65;6,22;3,12;3,5;11,49;3,42
Thu;26;4;2018;01:30;10,2;11,4;10,65;37,39;2,57;7,03;1,77;22,58;2,45;3,03;11,85;6,22;3,12;2,9;11,46;3,72
Thu;26;4;2018;01:45;12,7;14,0;10,13;38,99;1,86;5,45;2,13;24,13;3,06;3,92;9,03;6,21;3,12;2,6;11,47;3,52
Thu;26;4;2018;02:00;9,2;11,5;9,68;38,74;3,15;7,9;1,77;23,71;2,5;3,92;9,74;6,22;3,12;2,5;10,88;3,62
Thu;26;4;2018;02:15;11,7;11,9;9,48;37,61;1,93;7,27;1,77;22,18;1,99;3,92;9,61;6,21;3,12;2,4;10,14;3,53
Thu;26;4;2018;02:30;8,2;13,4;9,08;38,38;2,82;4,46;1,77;23,14;1,97;3,92;8,75;6,21;3,12;2,2;10,51;3,82
Thu;26;4;2018;02:45;9,6;11,5;10,71;38,46;1,95;8,29;1,78;21,3;1,97;3,92;8,63;6,19;3,13;2,0;11,5;3,53
Thu;26;4;2018;03:00;9,8;12,3;10,85;38,72;3,07;3,67;1,78;23,52;2,8;3,92;8,76;6,21;3,12;1,9;11,13;3,73
Thu;26;4;2018;03:15;10,2;13,6;9,4;38,13;1,83;8,15;1,78;23,87;2,98;3,92;8,85;5,1;3,13;1,8;10,13;3,53
Thu;26;4;2018;03:30;13,1;11,7;9,68;37,4;2,97;4,89;1,78;22,34;1,97;3,92;7,41;2,67;3,12;1,7;10,11;3,53
Thu;26;4;2018;03:45;8,7;11,5;9,98;38,91;2,5;4,3;1,78;22,96;1,97;3,92;7,37;2,71;3,12;1,7;10,14;3,53
Thu;26;4;2018;04:00;9,5;14,4;9,36;39,54;1,98;7,75;1,78;21,3;1,97;3,92;7,35;2,7;3,12;1,6;10,15;3,63
Thu;26;4;2018;04:15;9,5;10,7;9,8;38,34;2,4;3,68;1,78;23,85;2,17;4,78;6,84;2,7;3,12;1,5;10,13;2,63
Thu;26;4;2018;04:30;9,5;12,9;9,82;38,83;3,08;5,85;1,78;23,93;3,05;5,1;6,79;2,71;3,12;1,6;10,14;3,86
Thu;26;4;2018;04:45;13,0;13,3;9,38;39,24;2,24;3,68;1,78;21,26;2,63;4,24;7,1;2,7;3,13;1,3;10,1;3,53
Thu;26;4;2018;05:00;8,6;11,5;9,69;38,28;2,15;6,52;1,78;22,49;1,98;4,24;6,78;2,7;3,12;1,5;10,02;3,52
Thu;26;4;2018;05:15;10,4;11,9;9,69;38,59;2,63;4,29;1,78;23,98;1,98;1,32;6,62;2,68;3,11;1,5;10,01;3,12
Thu;26;4;2018;05:30;8,5;14,1;9,4;38,28;2,57;3,66;1,78;22,94;1,98;3,31;6,46;2,71;3,1;1,3;10,03;2,82
Thu;26;4;2018;05:45;8,4;10,2;9,36;37,62;2,01;4,97;1,78;20,88;2,13;6,13;6,43;2,7;3,1;1,4;10,04;3,32
Thu;26;4;2018;06:00;10,6;14,2;9,72;37,57;2,79;3,64;1,78;23,81;3,06;6,13;6,64;2,7;3,05;1,3;10,05;3,52
Thu;26;4;2018;06:15;8,0;13,5;9,82;38,22;2,58;6,79;1,78;23,61;2,75;2,04;6,39;2,71;3,1;1,2;10,01;2,92
Thu;26;4;2018;06:30;13,3;11,9;9,28;39,01;2,0;4,61;1,43;21,25;1,98;3,6;6,41;2,7;2,57;1,1;10,03;3,02
Thu;26;4;2018;06:45;11,4;14,0;9,57;38,65;2,44;3,16;1,45;22,49;1,97;3,6;6,9;2,7;2,83;1,3;10,05;3,32
Thu;26;4;2018;07:00;9,1;13,1;9,84;38,52;2,84;3,87;1,74;23,48;1,97;3,6;6,42;2,45;2,8;1,2;10,1;3,63
Thu;26;4;2018;07:15;9,9;12,0;9,65;38,55;1,95;3,24;1,74;23,59;2,76;3,6;6,84;3,2;2,67;1,3;10,09;2,82
Thu;26;4;2018;07:30;9,3;14,3;9,4;39,32;2,33;4,13;1,73;21,39;3,05;3,6;6,42;3,32;2,85;1,3;10,07;3,12
Thu;26;4;2018;07:45;12,6;12,8;10,62;38,34;3,02;7,46;1,73;23,25;2,02;4,77;8,21;5,2;2,96;1,5;10,0;3,97
Thu;26;4;2018;08:00;9,3;12,2;10,79;37,54;2,08;3,62;1,8;23,68;1,97;5,09;8,93;6,87;2,5;1,5;9,96;3,52
Thu;26;4;2018;08:15;11,1;14,7;9,29;37,66;2,16;5,1;1,79;23,95;1,97;4,01;10,03;5,14;2,59;1,6;10,0;3,1
Thu;26;4;2018;08:30;7,6;13,1;9,73;38,74;2,7;5,66;1,79;22,6;2,37;4,01;18,96;8,14;2,67;1,7;10,02;3,62
Thu;26;4;2018;08:45;9,7;12,5;9,87;38,99;2,73;7,5;1,79;22,26;3,04;3,62;20,66;7,04;2,55;2,0;10,0;3,73
Thu;26;4;2018;09:00;9,4;15,4;9,36;38,46;2,24;7,07;1,79;24,07;2,58;3,62;22,56;7,05;2,51;2,3;10,1;3,97
Thu;26;4;2018;09:15;8,3;12,3;9,75;39,47;2,33;10,21;1,78;23,35;1,98;3,62;22,67;7,07;2,6;2,6;12,79;15,55
Thu;26;4;2018;09:30;12,0;13,0;9,94;39,44;2,4;12,75;2,1;21,56;1,98;4,94;22,79;7,57;2,68;3,3;12,82;9,95
Thu;26;4;2018;09:45;9,8;15,1;9,57;40,18;2,18;12,72;1,81;23,8;1,98;4,94;22,81;8,8;2,42;4,2;12,35;9,45
Thu;26;4;2018;10:00;13,4;12,6;9,58;40,34;3,04;9,43;2,31;24,5;2,39;4,79;23,18;6,94;2,49;4,8;9,39;10,19
Thu;26;4;2018;10:15;8,0;13,0;10,71;38,68;2,43;12,22;2,27;22,45;3,06;4,79;27,9;3,63;2,86;5,0;25,5;9,54
Thu;26;4;2018;10:30;10,8;15,1;11,13;40,58;2,2;13,8;2,6;22,35;2,43;4,79;29,13;4,52;2,39;7,2;23,11;10,01
Thu;26;4;2018;10:45;8,8;12,7;10,78;42,79;2,3;13,81;2,59;24,6;1,98;4,79;34,0;5,03;2,74;8,5;23,12;9,72
Thu;26;4;2018;11:00;11,2;13,4;11,71;41,14;3,24;13,96;6,73;24,74;1,98;4,79;32,35;6,63;2,9;9,0;23,08;10,42
Thu;26;4;2018;11:15;12,3;15,0;10,97;40,7;2,11;17,06;8,15;22,65;2,09;1,05;32,55;7,15;2,85;10,5;23,11;10,01
Thu;26;4;2018;11:30;10,1;12,9;10,18;43,64;3,31;17,25;8,14;22,68;3,05;6,99;32,52;7,18;2,97;10,2;23,16;10,21
Thu;26;4;2018;11:45;11,6;13,3;11,19;43,47;2,31;17,39;8,16;25,46;2,83;6,99;32,6;7,22;3,0;11,8;23,16;10,28
Thu;26;4;2018;12:00;7,8;15,6;11,13;37,89;2,23;14,24;8,17;24,97;1,98;2,21;32,53;7,24;3,03;11,7;23,18;11,02
Thu;26;4;2018;12:15;11,9;12,4;11,29;41,71;3,31;15,33;8,18;22,88;1,98;5,27;32,31;7,31;3,14;11,7;23,25;10,56
Thu;26;4;2018;12:30;7,4;12,7;11,15;43,31;2,15;17,71;8,21;23,59;1,98;4,56;31,56;7,64;3,14;12,3;23,34;10,21
Thu;26;4;2018;12:45;13,6;15,0;12,15;39,53;2,17;17,73;8,21;25,44;2,46;4,56;32,76;8,6;3,1;10,9;23,36;10,29
Thu;26;4;2018;13:00;10,3;12,4;12,1;42,25;3,24;17,87;8,22;24,97;3,06;2,85;31,73;8,41;3,08;12,7;23,23;10,86
Thu;26;4;2018;13:15;12,8;13,0;11,14;43,04;2,49;17,86;8,24;22,56;2,39;2,85;32,5;8,46;2,99;11,5;23,17;10,81
Thu;26;4;2018;13:30;9,6;14,8;11,96;40,48;2,4;17,91;8,25;24,88;1,98;2,85;31,47;8,67;1,39;11,8;23,15;9,95
Thu;26;4;2018;13:45;9,8;13,7;12,08;40,64;2,45;17,96;8,27;25,37;1,98;2,79;31,5;10,67;1,9;12,7;23,19;10,46
Thu;26;4;2018;14:00;10,0;12,7;11,53;44,67;2,92;17,9;8,27;24,18;1,98;4,67;31,4;10,9;2,06;11,4;23,25;10,5
Thu;26;4;2018;14:15;9,3;14,7;11,39;43,54;2,17;17,85;8,26;23,2;2,85;4,67;28,61;8,57;2,8;11,9;23,41;11,03
Thu;26;4;2018;14:30;10,6;14,4;10,58;40,69;3,0;19,5;8,23;25,38;3,06;1,52;28,57;9,04;3,17;12,5;23,38;9,69
Thu;26;4;2018;14:45;8,9;13,5;11,04;42,9;2,62;22,91;8,22;24,8;2,04;6,1;28,72;9,64;2,56;10,8;23,38;11,45
Thu;26;4;2018;15:00;11,2;14,4;11,29;42,24;2,43;22,77;8,23;23,01;1,98;5,64;27,69;11,46;3,16;13,6;23,38;10,6
Thu;26;4;2018;15:15;8,1;13,0;11,95;42,49;3,15;22,86;8,25;25,03;1,98;5,64;28,63;11,17;3,16;13,0;23,34;10,34
Thu;26;4;2018;15:30;11,2;14,2;11,56;43,85;2,08;22,36;8,21;25,11;2,52;5,64;28,75;8,55;3,16;11,1;23,3;11,23
Thu;26;4;2018;15:45;8,5;15,6;11,14;41,38;2,96;24,18;8,21;23,95;3,06;5,64;28,51;8,95;3,16;11,7;23,29;11,14
Thu;26;4;2018;16:00;10,2;12,1;11,98;38,9;3,15;24,08;8,22;22,69;2,32;5,64;29,43;10,36;3,16;12,8;23,31;10,8
Thu;26;4;2018;16:15;9,6;13,2;11,92;42,59;2,03;24,14;8,2;25,65;1,98;3,41;31,72;11,49;3,16;11,5;23,27;13,87
Thu;26;4;2018;16:30;9,5;15,6;11,0;43,53;3,15;24,03;8,18;25,25;1,98;3,22;31,83;10,9;3,17;12,0;23,25;11,25
Thu;26;4;2018;16:45;10,6;12,1;11,97;39,43;1,69;20,69;8,19;22,96;1,98;3,33;30,74;8,56;3,17;11,6;23,29;10,43
Thu;26;4;2018;17:00;8,4;13,1;11,35;43,75;3,15;25,7;8,19;23,03;3,01;4,36;30,93;8,95;3,17;11,7;26,69;10,53
Thu;26;4;2018;17:15;11,0;15,2;9,56;39,64;2,0;20,69;8,16;24,85;3,06;4,36;31,71;11,41;3,17;12,6;23,21;10,32
Thu;26;4;2018;17:30;7,8;12,0;10,48;40,78;3,15;20,58;8,17;24,29;1,98;1,36;30,29;11,72;3,17;10,0;23,26;10,87
Thu;26;4;2018;17:45;11,0;13,8;11,13;42,79;2,41;20,75;8,14;22,1;1,98;3,52;30,81;10,1;3,17;11,1;23,22;4,55
Thu;26;4;2018;18:00;8,5;14,9;11,38;40,19;2,56;21,2;8,15;23,42;1,98;3,59;29,64;9,48;3,18;10,2;23,19;9,55
Thu;26;4;2018;18:15;9,6;11,9;11,66;39,96;3,15;18,39;8,11;22,83;2,45;4,05;29,38;9,7;3,17;10,7;23,11;5,29
Thu;26;4;2018;18:30;9,6;12,5;9,45;42,02;1,71;20,3;8,08;24,02;3,07;6,1;28,12;9,56;3,17;10,1;21,18;6,93
Thu;26;4;2018;18:45;8,9;14,8;10,63;38,04;3,07;20,71;8,08;21,54;2,43;5,87;27,13;9,56;3,17;10,1;16,35;4,13
Thu;26;4;2018;19:00;10,1;12,1;11,6;38,84;3,07;18,1;8,02;23,28;1,98;5,62;26,13;9,68;3,17;9,8;16,15;7,0
Thu;26;4;2018;19:15;8,2;13,2;10,24;39,02;2,32;19,64;8,0;22,03;1,98;7,28;24,51;9,62;3,18;8,1;13,57;5,78
Thu;26;4;2018;19:30;10,8;14,9;10,26;37,57;2,1;19,56;7,98;22,45;1,99;7,28;18,28;9,15;3,18;7,8;14,68;3,73
Thu;26;4;2018;19:45;7,7;11,8;10,06;38,0;2,96;16,95;7,96;23,5;2,75;1,98;20,8;8,2;3,16;7,1;13,16;4,07
Thu;26;4;2018;20:00;11,3;12,8;9,28;38,91;2,22;16,08;7,93;21,45;3,06;4,57;19,02;7,31;3,17;8,2;13,43;6,14
Thu;26;4;2018;20:15;7,1;14,4;10,66;39,08;2,6;10,65;7,9;23,63;2,16;3,36;23,46;6,97;3,16;4,9;12,89;3,63
Thu;26;4;2018;20:30;11,5;12,0;10,9;38,91;2,95;10,43;7,88;22,41;1,98;3,36;22,4;6,94;3,15;3,8;12,02;3,63
Thu;26;4;2018;20:45;6,9;13,3;9,95;38,98;2,04;10,51;7,88;22,05;1,98;3,36;24,15;6,39;3,14;3,6;12,01;6,29
Thu;26;4;2018;21:00;11,4;13,5;10,23;38,82;3,06;10,45;4,34;23,44;2,49;3,36;22,86;6,19;3,15;3,0;12,04;3,89
Thu;26;4;2018;21:15;7,2;11,8;9,33;37,45;1,85;7,03;2,42;21,35;3,04;3,36;22,64;6,19;3,15;2,6;12,06;3,92
Thu;26;4;2018;21:30;10,7;14,0;10,14;37,87;3,14;10,05;2,64;23,32;2,33;3,14;22,45;6,2;3,15;2,5;12,1;3,53
Thu;26;4;2018;21:45;8,3;13,6;11,03;38,91;1,86;8,24;2,01;22,06;1,97;3,56;20,39;6,2;3,15;2,2;12,13;3,73
Thu;26;4;2018;22:00;9,3;11,7;9,97;38,48;3,15;7,24;2,32;21,72;1,97;3,62;16,38;6,24;3,13;2,0;10,09;3,73
Thu;26;4;2018;22:15;9,6;13,9;10,24;38,78;1,99;7,97;2,24;24,37;2,15;5,82;12,55;5,59;3,12;1,9;10,11;3,73
Thu;26;4;2018;22:30;7,7;13,3;9,53;38,87;3,15;6,48;2,0;20,76;3,04;5,82;9,8;6,19;3,13;1,7;10,11;3,53
Thu;26;4;2018;22:45;11,0;12,5;10,33;38,39;1,69;8,37;2,36;23,59;2,69;5,82;8,87;5,09;3,13;1,6;10,12;3,73
Thu;26;4;2018;23:00;6,8;13,8;11,27;38,3;3,15;5,08;2,07;22,19;1,98;5,82;8,99;5,16;3,13;1,6;10,15;3,53
Thu;26;4;2018;23:15;11,7;12,6;9,52;38,29;1,8;6,98;2,06;21,56;1,98;5,82;9,23;5,15;3,13;1,6;10,16;3,73
Thu;26;4;2018;23:30;7,2;12,6;10,21;37,59;3,16;4,61;2,26;23,71;1,98;5,05;9,52;5,16;3,13;1,5;10,16;3,43
Thu;26;4;2018;23:45;10,6;14,8;9,77;37,03;1,92;9,83;1,97;20,7;2,63;4,49;9,19;5,14;3,13;1,6;10,11;3,62
Fri;27;4;2018;00:00;8,1;12,8;9,5;36,9;3,15;3,63;2,08;22,73;3,05;4,49;9,14;5,17;3,12;1,3;10,05;3,62
Fri;27;4;2018;00:15;9,1;11,7;10,16;37,39;1,82;6,44;2,19;22,16;2,21;4,49;9,14;5,18;3,11;1,5;10,07;3,63
Fri;27;4;2018;00:30;9,7;14,8;9,58;38,12;3,14;5,69;1,79;21,21;1,99;4,49;9,63;5,17;3,1;1,3;10,07;3,62
Fri;27;4;2018;00:45;7,7;11,9;9,8;37,76;1,71;5,94;2,14;24,24;1,98;4,49;8,32;5,18;3,11;1,4;10,09;3,43
Fri;27;4;2018;01:00;10,8;12,4;11,29;37,57;3,15;5,84;1,81;20,35;2,09;4,49;8,67;5,17;3,11;1,2;10,11;3,63
Fri;27;4;2018;01:15;7,0;14,1;10,06;37,57;1,83;4,29;2,1;22,28;3,05;4,49;8,61;5,16;3,11;1,3;10,14;3,63
Fri;27;4;2018;01:30;11,2;12,7;10,15;36,7;2,79;4,53;1,81;22,63;2,74;4,49;8,63;4,81;3,11;1,3;10,16;3,53
Fri;27;4;2018;01:45;6,8;12,3;10,15;37,17;2,4;5,32;1,81;20,37;1,98;4,49;8,66;2,71;3,11;1,3;10,14;3,63
Fri;27;4;2018;02:00;10,6;14,1;9,27;38,13;2,48;6,25;1,82;23,5;1,98;4,49;8,0;2,73;2,78;1,2;10,19;3,63
Fri;27;4;2018;02:15;7,7;12,9;10,2;36,9;2,17;3,65;1,82;21,56;1,98;4,49;8,28;2,31;2,98;1,2;10,16;3,53
Fri;27;4;2018;02:30;9,6;12,4;9,87;36,3;2,49;5,34;1,81;21,33;2,46;4,49;7,15;2,6;2,69;1,2;10,05;2,83
Fri;27;4;2018;02:45;9,0;14,1;9,38;37,92;2,73;3,69;1,82;23,25;3,06;2,6;6,94;1,91;2,71;1,2;10,08;3,13
Fri;27;4;2018;03:00;8,3;12,6;10,17;36,99;2,87;7,15;1,82;20,53;2,32;4,41;6,52;2,48;2,52;1,2;10,11;3,53
Fri;27;4;2018;03:15;10,1;12,1;9,68;35,92;2,16;4,01;1,82;22,58;1,98;4,21;7,05;1,91;2,49;1,0;10,09;3,63
Fri;27;4;2018;03:30;7,2;14,0;9,83;36,9;2,55;3,53;1,82;21,71;1,98;4,21;6,47;1,91;2,77;1,2;10,12;3,53
Fri;27;4;2018;03:45;10,3;13,1;11,36;36,85;2,66;2,97;1,82;21,2;1,98;2,89;7,18;1,92;2,4;1,1;10,13;2,53
Fri;27;4;2018;04:00;7,2;13,5;10,5;36,95;2,04;2,95;1,82;23,17;2,99;2,89;6,77;2,44;3,1;1,1;10,12;3,43
Fri;27;4;2018;04:15;10,3;13,6;9,87;37,76;2,8;2,97;1,82;20,37;2,96;2,89;6,77;1,91;1,88;1,3;10,13;3,53
Fri;27;4;2018;04:30;7,9;12,1;10,21;36,44;2,87;2,97;1,82;22,75;1,98;2,88;7,56;1,9;3,0;1,2;10,16;3,53
Fri;27;4;2018;04:45;9,3;14,0;9,24;36,75;1,88;2,96;1,83;21,52;1,98;3,88;6,81;2,54;2,0;1,2;10,13;2,53
Fri;27;4;2018;05:00;9,2;13,1;10,11;37,83;2,45;2,95;1,82;21,41;1,98;7,49;7,33;1,9;2,16;1,3;10,11;3,33
Fri;27;4;2018;05:15;7,7;12,6;10,18;37,1;3,03;2,95;1,82;23,6;2,24;7,49;7,55;2,64;2,31;1,2;10,11;3,43
Fri;27;4;2018;05:30;10,1;14,4;9,26;36,52;2,0;2,96;1,82;20,51;3,05;2,16;6,59;1,9;1,93;1,2;10,13;3,53
Fri;27;4;2018;05:45;6,9;12,8;10,16;36,25;2,12;2,96;1,83;22,05;2,58;6,93;7,74;2,66;2,62;1,2;10,13;2,73
Fri;27;4;2018;06:00;11,1;12,4;9,69;36,6;2,65;2,97;1,83;22,2;1,97;6,93;7,14;1,9;1,92;1,2;10,13;3,51
