Vodafone - Realtime Data;;;;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;;;;
At: January 30, 2018 17:02 (Europe/Lisbon);;;;;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ Q.INV 1 FAR (KWh);EA+ Q.INV 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ Q.INV1 MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ QGD 1 PTM (KWh);EA+ Q.INV 2 SNT (KWh);EA+ GERAL FMC (KWh)
Tue;30;05;2017;20:00;452,52;16;89,26;26;25;6;11,83;22,24;38;63;8,09;42,59;41;9;27,51;27
Tue;30;05;2017;20:15;457,59;14;88,86;27;25;7;13;22,74;38;62;7,35;47,04;41;9;27,61;28
Tue;30;05;2017;20:30;464,55;14;90,16;27;25;7;25,5;22,11;38;57;8,6;45,72;41;9;27,46;27
Tue;30;05;2017;20:45;443,93;16;90,09;25;24;7;6,5;22,05;37;63;7,46;40,43;41;9;27,39;28
Tue;30;05;2017;21:00;449,39;16;88,96;25;25;7;16,5;20,2;38;63;7,66;37,7;40;9;27,37;28
Tue;30;05;2017;21:15;449,45;14;87,96;27;25;7;16;17,74;38;64;7,99;38,51;41;9;27,25;29
Tue;30;05;2017;21:30;447,93;15;88,02;26;25;7;17;20,94;37;58;7,94;39,68;41;9;27,35;29
Tue;30;05;2017;21:45;430,85;17;87,6;25;25;6;16;18,32;37,5;48;8,5;35,18;40,5;9;27,27;30
Tue;30;05;2017;22:00;436,54;14;86,89;25;24;8;15;20,77;37,5;49;7,43;44,2;40,5;9;27,25;28
Tue;30;05;2017;22:15;430,93;16;86,79;25;24;7;14;20,35;38;50;8,03;37,51;40;9;27,27;28
Tue;30;05;2017;22:30;430,03;14;86,53;25;24;6;14,38;18,65;38;51;7,66;38,73;41;9;27,08;29
Tue;30;05;2017;22:45;428,58;13;87,68;26;25;8;14,38;17,06;38;48;7,72;41,68;38;9;27,07;28
Tue;30;05;2017;23:00;421,49;14;87,08;25;24;6;14,38;14,19;37;50;7,69;36,3;41;9;26,87;29
Tue;30;05;2017;23:15;420,18;15;86,89;24;25;8;14,38;20,05;38;47;7,93;42,92;41;9;15,01;26
Tue;30;05;2017;23:30;415,21;14;84,68;24;24;6;15,5;23,32;37;51;8,56;39,04;40;9;15,1;24
Tue;30;05;2017;23:45;410,85;13;85,47;26;24;7;15,5;22,39;37;47;7,9;37,58;41;8;15,01;24
Wed;31;05;2017;00:00;409,55;12;83,34;26;24;7;15,5;20,26;38;50;7,45;38,89;40;9;15,11;23
Wed;31;05;2017;00:15;411,19;13;85,06;24;25;7;15,5;23,44;38;47;7,82;37,37;40;9;15,01;24
Wed;31;05;2017;00:30;406,43;15;83,95;24;24;7;15,5;19,49;37;51;7,85;35,6;39;8;15,04;24
Wed;31;05;2017;00:45;401,47;13;84,49;24;24;6;15;22,24;37;47;8,53;34,18;40;8;15,03;23
Wed;31;05;2017;01:00;414,65;13;83,44;25;24;8;16,5;21,41;37;49;7,85;42,51;41;8;14,93;23
Wed;31;05;2017;01:15;398,1;12;83,99;24;25;6;14,5;20,81;37;48;7,42;35,37;37;8;15,01;24
Wed;31;05;2017;01:30;398,67;11;83,48;24;24;7;14;21,43;38;49;7,61;36,27;36;8;14,89;24
Wed;31;05;2017;01:45;396,59;11;82,95;24;24;8;13,5;20,22;37;48;7,8;33,17;41;8;14,94;23
Wed;31;05;2017;02:00;401,69;11;83,95;23;25;6;14;21,44;37;49;7,67;38,68;40;8;14,94;22
Wed;31;05;2017;02:15;406,68;11;82,82;23;24;8;14;20,42;39;47;7,6;43,97;40;8;14,87;23
Wed;31;05;2017;02:30;397,16;10;83,53;23;24;6;14;22,8;37;49;7,88;34,06;40;8;14,89;23
Wed;31;05;2017;02:45;393,16;11;83,76;23;24;8;14,5;18,36;37;47;8,4;34,16;39;7;14,99;23
Wed;31;05;2017;03:00;398,67;11;82,94;23;25;6;15;21,36;38;49;7,67;32,81;40;8;14,88;24
Wed;31;05;2017;03:15;408,63;11;84,95;23;24;8;26;20,52;37;48;7,48;34,81;39;8;14,88;22
Wed;31;05;2017;03:30;395,56;10;84,7;23;24;6;15,4;18,96;37;48;8,36;38,16;36;8;14,97;23
Wed;31;05;2017;03:45;392,81;11;84,24;23;24;7;15,4;19,63;37;48;7,57;32,08;38;8;14,89;23
Wed;31;05;2017;04:00;401,31;11;83,56;23;25;7;15,4;23,1;37;48;7,87;34,5;40;8;14,88;23
Wed;31;05;2017;04:15;394,76;10;82,32;23;24;7;15,4;16,92;38;48;7,84;38,39;38;8;14,89;23
Wed;31;05;2017;04:30;396,48;11;82,48;23;24;7;15,4;21,6;37;48;7,43;36,67;37;8;14,89;23
Wed;31;05;2017;04:45;378,93;10;83,24;23;24;7;6;16,92;37;48;7,47;32,35;38;8;14,95;23
Wed;31;05;2017;05:00;393,69;11;81,76;23;24;7;14,5;22,75;37;49;7,82;33,99;37;8;14,87;22
Wed;31;05;2017;05:15;385,72;11;81,87;23;25;6;14,5;16,69;38;46;8,4;32,38;38;7;14,88;23
Wed;31;05;2017;05:30;396,2;11;83,41;22;24;8;13;19,79;37,5;50;7,81;35,76;37;8;14,94;24
Wed;31;05;2017;05:45;390,74;11;82,36;23;24;7;14;22,28;37,5;46;7,32;32,36;37;8;14,93;24
Wed;31;05;2017;06:00;391,59;10;82,47;23;24;6;14;16,78;37;50;7,77;36,73;39;8;14,84;22
Wed;31;05;2017;06:15;390,6;10;82,34;23;24;8;16;19,24;37;46;7,91;34,25;39;7;14,86;22
Wed;31;05;2017;06:30;411,32;11;82,88;23;24;6;25;22,7;37;50;8,12;36,66;39;8;14,97;23
Wed;31;05;2017;06:45;391,02;10;84,87;22;25;6;13,33;17,24;38;47;7,7;35,08;39;8;14,81;23
Wed;31;05;2017;07:00;418,26;11;86;23;24;8;13,33;22,13;37;68;7,34;34,56;38;8;14,89;23
Wed;31;05;2017;07:15;413,89;10;84,27;23;24;7;13,33;18,27;37;68;7,6;36,57;39;7;14,85;24
Wed;31;05;2017;07:30;421,91;11;83,6;23;24;6;15;22,92;38;69;7,59;33,87;40;8;14,93;25
Wed;31;05;2017;07:45;419,38;10;84,25;23;24;8;14;18,41;37;66;8,73;40,01;38;8;14,99;25
Wed;31;05;2017;08:00;419,95;11;84,36;23;25;6;15;22,8;38;62;7,96;37,64;39;7;15,18;26
Wed;31;05;2017;08:15;424,84;11;84,19;23;24;7;14,75;23,66;38;62;8,34;36,78;40;8;15,12;29
Wed;31;05;2017;08:30;435,61;10;87,48;24;24;7;14,75;19,36;37;64;8,37;38,06;40;8;22,59;31
Wed;31;05;2017;08:45;456,4;11;91,1;24;25;7;14,75;21,53;39;66;8,32;38,32;43;8;30,39;29
Wed;31;05;2017;09:00;455,79;11;96,09;24;25;7;14,75;25,51;37;60;9,88;40,69;43;8;23,89;30
Wed;31;05;2017;09:15;451,05;13;95,09;25;25;6;15;29,34;37,5;62;10,18;34,28;42,5;8;19,17;29
Wed;31;05;2017;09:30;477,1;14;94,24;25;26;8;28;29,9;37,5;65;8,8;39,92;42,5;7;20,24;31
Wed;31;05;2017;09:45;454,58;14;94,19;29;25;7;7;30,27;38;67;7,96;36,96;41;8;21,2;28
Wed;31;05;2017;10:00;475,85;15;94,73;27;25;8;19;30,34;38;66;7,95;45,49;39;9;21,34;30
Wed;31;05;2017;10:15;470,65;15;90,13;27;25;8;19;30,3;37;69;7,93;43,62;40;8;20,67;30
Wed;31;05;2017;10:30;471,71;13;90,57;29;25;6;14;30,34;39;69;7,93;48,49;42;8;20,38;29
Wed;31;05;2017;10:45;493,89;15;90,77;28;24;8;28,5;30,71;37;72;7,91;47,29;43;8;23,72;30
Wed;31;05;2017;11:00;467,6;15;91,43;28;26;9;3,5;31,09;39;66;7,96;47,8;43;9;22,83;28
Wed;31;05;2017;11:15;480,64;14;93,67;28;25;6;15;30,82;38;72;7,9;47,35;42;8;23,91;29
Wed;31;05;2017;11:30;480,71;15;93,56;29;26;8;15;30,9;36;68;7,89;46,67;43;8;23,7;30
Wed;31;05;2017;11:45;491,41;14;92,84;27;25;8;24;30,88;38;73;7,89;46,73;41;8;25,07;30
Wed;31;05;2017;12:00;475,15;16;92,6;29;25;7;7;31,69;38;67;9,38;45,73;41;9;26,75;30
Wed;31;05;2017;12:15;490,06;15;97,08;29;26;8;17;31,47;38;70;8,53;46,75;41;8;25,23;29
Wed;31;05;2017;12:30;481,49;14;97,56;29;25;7;17;30,76;39;63;9,3;45,63;40;8;26,25;30
Wed;31;05;2017;12:45;484,14;14;96,1;29;25;8;17,57;30,45;39;67;9,5;46,46;41;8;24,06;29
Wed;31;05;2017;13:00;479,56;15;94,55;28;25;7;17,57;31,61;39;64;8,69;46,02;42;8;23,13;30
Wed;31;05;2017;13:15;489,49;15;94,2;28;29;7;17,57;33,85;38;67;9,21;45,8;41;9;24,86;30
Wed;31;05;2017;13:30;484,32;15;94,97;28;26;8;17,57;31,42;39;66;7,83;46,33;40;8;28,19;28
Wed;31;05;2017;13:45;488,91;15;94,83;29;27;5;17,57;31,63;39;67;7,84;45,35;43;8;28,69;30
Wed;31;05;2017;14:00;492;14;94,53;28;28;8;17,57;31,48;37;66;9,35;46,73;44;8;28,33;31
Wed;31;05;2017;14:15;490,47;16;95,58;28;28;7;17,57;31,84;37;66;9,02;45,4;44;8;28,06;29
Wed;31;05;2017;14:30;483,35;16;97,11;29;27;6;6;31,6;38;65;9,17;46,95;43;9;29,52;30
Wed;31;05;2017;14:45;487,9;13;95,77;31;28;9;15;31,49;37;64;9,08;45,7;43;8;27,87;30
Wed;31;05;2017;15:00;498,23;15;94,37;32;27;6;24,5;31,34;38;66;8,03;46,9;43;8;28,09;30
Wed;31;05;2017;15:15;481,4;15;93,6;28;27;8;13,67;31,37;38;64;9,04;46,02;43;8;27,71;29
Wed;31;05;2017;15:30;488,94;15;94,14;30;28;8;13,67;32,25;37;66;9,55;46,51;43;9;26,82;30
Wed;31;05;2017;15:45;478,99;15;89,85;30;27;7;13,67;31,63;37;63;8,89;46,48;41;8;29,47;31
Wed;31;05;2017;16:00;488,72;16;89,28;29;27;9;21,25;31,01;38;66;9,18;46,59;41;8;29,41;28
Wed;31;05;2017;16:15;485,06;15;88,28;30;29;7;21,25;31,21;37;64;8,05;46,7;42;8;29,57;28
Wed;31;05;2017;16:30;472,64;15;88,1;28;27;7;9;31,26;38;66;7,94;45,85;43;8;27,49;31
Wed;31;05;2017;16:45;489,77;16;89,54;28;26;9;15;31,55;36;67;8;55,07;43;8;28,6;29
Wed;31;05;2017;17:00;484,97;13;90,41;30;29;7;15,5;31,04;39;66;8,11;46,62;43;8;28,29;30
Wed;31;05;2017;17:15;484,72;15;92,99;29;27;7;15;30,91;38;68;9,28;46,07;42;9;25,47;30
Wed;31;05;2017;17:30;481,48;16;90,66;28;27;9;14,5;30,85;39;66;8,66;45,24;41;8;27,56;30
Wed;31;05;2017;17:45;476,08;15;90,92;29;27;6;15;31;38;66;9,52;45,15;41;8;25,49;29
Wed;31;05;2017;18:00;477,36;13;89,93;30;28;8;15,5;29,33;38;65;9,01;44,11;41;10;27,48;29
Wed;31;05;2017;18:15;472,56;16;89,19;28;26;8;16,63;28,7;38;60;8,45;44,07;42;10;28,54;29
Wed;31;05;2017;18:30;463,53;14;89,86;28;26;6;16,63;27,67;38;61;9,14;37,84;43;9;28,4;29
Wed;31;05;2017;18:45;465,45;15;89,76;28;28;8;16,63;24,83;38;62;8,41;38,62;42;9;28,21;29
Wed;31;05;2017;19:00;470,06;13;89,71;29;27;6;16,63;24,91;39;65;8,62;45,14;41;10;26,05;29
Wed;31;05;2017;19:15;460,37;14;89,3;29;25;8;15;25,34;38;65;7,52;38,12;41;9;28,1;28
Wed;31;05;2017;19:30;463,76;15;89,31;28;26;7;17;23,3;38;62;7,52;43,81;41;10;26,82;29
Wed;31;05;2017;19:45;460,13;15;89,31;28;26;6;17;21,67;38;59;7,52;46,8;42;9;26,82;28
Wed;31;05;2017;20:00;454,8;14;89,55;28;25;8;16;22,12;37;60;8,13;40,19;40;10;27,82;29
Wed;31;05;2017;20:15;458,34;14;89,44;29;26;7;16,5;21,56;38;66;7,57;38,41;39;9;27,85;29
Wed;31;05;2017;20:30;456,84;13;89,13;28;25;6;16;21,51;39;64;9,16;40,12;41;9;27,92;28
Wed;31;05;2017;20:45;461,62;14;88,45;29;25;8;23,5;21,64;38;59;9,19;39,03;40;10;27,8;29
Wed;31;05;2017;21:00;437,51;13;88,52;28;24;6;5,5;21,95;38;59;8,48;39,49;41;9;27,57;28
Wed;31;05;2017;21:15;445,05;12;88,64;28;25;7;14,57;21,42;38;61;8,78;39,4;39;9;25,24;28
Wed;31;05;2017;21:30;434,48;14;88,9;29;24;7;14,57;20,65;38;52;7,54;35,3;39;10;27,52;27
Wed;31;05;2017;21:45;434,42;13;87,84;28;24;7;14,57;21,07;37;49;7,55;37,84;41;9;27,55;30
Wed;31;05;2017;22:00;429,77;13;86,77;28;23;7;14,57;20,43;37;51;7,55;37,78;39;9;27,67;28
Wed;31;05;2017;22:15;436,93;13;86,2;28;24;6;14,57;20,27;38;53;8,52;39,85;41;9;27,51;28
Wed;31;05;2017;22:30;431,02;12;86,78;26;24;8;14,57;20,13;38;49;8,53;39,52;38;10;27,49;29
Wed;31;05;2017;22:45;424,56;12;86,88;27;23;6;14,57;19,36;37;51;8,6;35,57;40;9;27,57;27
Wed;31;05;2017;23:00;426,75;12;87,13;26;24;8;12,5;18,25;38;47;9,11;40,29;40;9;27,47;28
Wed;31;05;2017;23:15;424,72;13;86,85;27;23;6;15;18,36;38;51;8,18;41,16;39;9;21,17;28
Wed;31;05;2017;23:30;423,9;11;86,72;26;24;7;26,5;21,76;37;48;7,84;36,01;40;9;15,07;28
Wed;31;05;2017;23:45;410,46;13;86,88;25;23;8;7,5;24,07;38;52;9,18;36,64;39;9;15,19;24
Thu;01;06;2017;00:00;408,06;13;88,33;25;24;6;16;19,52;37;47;8,87;35,29;40;9;15,06;24
Thu;01;06;2017;00:15;419,38;12;88,35;26;23;7;16;23,82;38;51;8,54;39,57;38;9;15,11;24
Thu;01;06;2017;00:30;419,58;12;88,31;25;23;6;26;18,66;38;47;9,1;38,51;39;9;15,01;25
Thu;01;06;2017;00:45;410,25;13;87,67;25;23;8;13,17;23,91;36;51;7,91;33,54;40;9;15,05;24
Thu;01;06;2017;01:00;402,32;12;87,33;25;24;6;13,17;19,17;38;47;7,87;34,85;39;9;14,94;25
Thu;01;06;2017;01:15;414,13;12;86,72;25;23;7;13,17;23,29;37;51;9,1;37,92;39;9;14,93;26
Thu;01;06;2017;01:30;406,66;12;86,44;24;23;8;14,93;18,64;38;47;8,74;35,02;40;9;14,91;27
Thu;01;06;2017;01:45;414,73;12;87,17;25;24;6;14,93;23,85;38;51;8,46;36,43;38;9;14,89;26
Thu;01;06;2017;02:00;401,87;12;87,27;25;23;8;14,93;18,5;37;46;7,87;33,37;40;8;14,92;26
Thu;01;06;2017;02:15;408,83;11;87,23;23;23;6;14,93;22,43;37;51;7,47;36,81;40;9;14,97;25
Thu;01;06;2017;02:30;399,71;11;86,09;24;24;7;14,93;19,8;37;46;7,46;34,54;38;9;14,88;26
Thu;01;06;2017;02:45;399,99;10;81,37;23;23;8;14,93;21,41;37,5;50;7,84;35,05;39;8;14,88;26
Thu;01;06;2017;03:00;399,59;11;82,82;24;23;6;14,93;20,83;37,5;47;8,76;34,84;39;8;14,93;27
Thu;01;06;2017;03:15;399,04;11;82,97;23;24;8;7;21,73;37;49;8,1;40,33;39;8;14,92;25
Thu;01;06;2017;03:30;394,97;11;83,9;23;23;6;14;19,34;37;48;9,06;34,76;40;8;14,91;23
Thu;01;06;2017;03:45;395,82;11;81,86;23;23;8;14,5;22,36;37;48;8,71;33,49;37;8;14,9;25
Thu;01;06;2017;04:00;395,59;10;82,78;23;24;6;16,5;18,6;38;48;8,45;32,38;40;8;14,87;25
Thu;01;06;2017;04:15;403,82;11;83,12;23;23;7;17;22,6;37;49;7,66;37,55;39;8;14,88;24
Thu;01;06;2017;04:30;393,87;11;81,46;23;23;8;16;19,11;37;48;7,44;35,05;38;8;14,8;24
Thu;01;06;2017;04:45;405,86;10;83,18;24;24;6;26;19,55;37;49;7,43;34,87;39;8;14,83;23
Thu;01;06;2017;05:00;391,98;11;82,1;23;23;7;13;20,05;38;48;7,6;34,43;38;8;14,81;24
Thu;01;06;2017;05:15;392,67;11;82,79;23;23;7;13;19,77;37;49;8,83;32,43;39;8;14,85;24
Thu;01;06;2017;05:30;393,62;10;83,17;23;24;7;13;19,33;37;48;8,11;35,19;39;8;14,82;24
Thu;01;06;2017;05:45;395,54;11;81,28;23;23;6;15;19,4;37;49;8,99;37,03;39;8;14,84;23
Thu;01;06;2017;06:00;395,46;11;82,86;23;23;8;14;20,13;37;48;8,69;34,95;39;7;14,83;24
Thu;01;06;2017;06:15;392,81;10;82,8;23;24;6;13,5;17,52;37;48;8,51;37,65;39;7;14,83;24
Thu;01;06;2017;06:30;398,75;11;83,2;23;23;8;13,5;21,91;37;49;8,61;35,7;39;8;14,83;23
Thu;01;06;2017;06:45;393,81;11;79,18;23;23;6;22,5;16,66;38;48;7,53;34,11;39;7;14,82;24
Thu;01;06;2017;07:00;395,66;10;84,72;23;24;8;5,5;22,39;37;49;8,55;36,67;40;8;14,83;24
Thu;01;06;2017;07:15;412,74;11;85,71;23;23;6;15,25;16,95;38;68;8,94;34,07;38;7;14,83;23
Thu;01;06;2017;07:30;419,05;10;82,7;23;23;8;15,25;22,54;37;67;8,06;37,64;39;7;14,85;24
Thu;01;06;2017;07:45;418,38;11;86,07;23;24;5;18,75;18,34;38;63;8,47;34,85;40;8;14,89;25
Thu;01;06;2017;08:00;424,51;11;85,47;23;23;8;18,75;20,31;37;67;7,39;38,61;38;7;14,98;25
Thu;01;06;2017;08:15;403,2;10;81,83;24;23;7;6;21,97;38;63;7,53;34,91;39;7;14,97;25
Thu;01;06;2017;08:30;423,09;11;85,96;23;24;7;18;22,9;37;61;7,83;32,83;39;8;21,57;24
Thu;01;06;2017;08:45;441,51;11;91,22;24;23;7;17,5;20,55;37;61;9,04;38,53;40;7;27,67;27
Thu;01;06;2017;09:00;432,95;11;85,52;24;24;6;17,5;24,92;38;64;8,42;32,56;41;7;22,04;27
Thu;01;06;2017;09:15;457,66;15;83,52;26;24;8;28,5;31,37;38;65;9,46;35,36;42;8;16,45;27
Thu;01;06;2017;09:30;433,44;14;87,87;25;24;6;7,5;31,87;38;61;9,47;37,29;40;8;16,45;27
Thu;01;06;2017;09:45;447,26;14;87,96;26;24;7;17,5;32,46;38;60;8,14;39,74;40;7;19,46;26
Thu;01;06;2017;10:00;450,94;16;88,63;25;24;8;17,5;31,96;38;64;9,44;35,92;40;8;16,49;28
Thu;01;06;2017;10:15;447,29;15;88,65;24;25;6;18;31,94;39;66;8,62;33,33;40;8;16,76;27
Thu;01;06;2017;10:30;465,8;14;87,71;26;26;9;25;32,01;38;63;7,97;40,31;41;8;20,81;27
Thu;01;06;2017;10:45;440,13;13;87,98;27;25;7;6,5;32,63;38;60;9,46;37,88;43;7;17,67;28
Thu;01;06;2017;11:00;467,64;14;88,31;26;25;6;16,94;32,52;39;66;9,47;41,89;43;9;21,5;29
Thu;01;06;2017;11:15;461,83;15;88,86;25;24;9;16,94;32,83;38;65;8,5;39,67;43;8;18,03;30
Thu;01;06;2017;11:30;462,26;18;88,57;26;25;6;16,94;32,94;39;64;8,67;36,56;42,5;8;20,08;30
Thu;01;06;2017;11:45;470,05;16;92,06;25;24;8;16,94;33,45;39;59;7,86;49,26;42,5;8;16,99;32
Thu;01;06;2017;12:00;475,25;17;92,38;27;25;7;16,94;33,1;39;66;7,9;40,37;42;8;22,56;31
Thu;01;06;2017;12:15;468,01;17;93,28;25;24;8;16,94;32,96;38;66;7,89;38,44;43;8;18,5;31
Thu;01;06;2017;12:30;471,2;20;91,06;25;25;7;16,94;33,02;39;65;9,34;37,23;39;8;23,62;32
Thu;01;06;2017;12:45;472;20;91,82;23;25;7;16,94;33,21;39;60;8,41;44,31;45;7;20,3;31
Thu;01;06;2017;13:00;481,74;19;90,94;25;24;8;16,94;33,43;38;65;10,59;46,4;44;8;21,42;31
Thu;01;06;2017;13:15;471,05;19;91,14;25;25;6;6,5;33,17;39;66;9,61;46,28;43;8;24,35;29
Thu;01;06;2017;13:30;483,31;19;91,2;24;25;8;18;33,71;38;67;9,65;44,98;43;8;24,76;29
Thu;01;06;2017;13:45;493,82;17;91,21;27;25;6;28;33,76;38;66;10,14;45,18;43;8;25,54;30
Thu;01;06;2017;14:00;476,89;18;91,89;25;25;7;7,5;33,95;40;65;8,64;43,58;44;9;26,33;32
Thu;01;06;2017;14:15;480,77;19;92,33;25;25;7;18,5;33,92;39;61;9,82;40,55;43;8;28,64;30
Thu;01;06;2017;14:30;477,49;20;90,44;25;25;7;18,5;33,33;39;61;9,55;44,2;38;8;26,47;32
Thu;01;06;2017;14:45;493,06;19;90,85;25;26;7;21,25;33,25;39;69;8,99;45,2;43;8;24,52;33
Thu;01;06;2017;15:00;492,76;18;90,46;25;26;7;21,25;33,34;39;66;10,23;45,36;44;9;26,11;32
Thu;01;06;2017;15:15;481,75;17;90,84;27;26;8;6,5;33,75;39;67;8,95;44,48;44;9;28,23;32
Thu;01;06;2017;15:30;485,29;18;90,49;26;26;7;17,5;33,37;39;65;9,51;42,28;44;8;28,14;31
Thu;01;06;2017;15:45;488,12;21;91,49;25;26;7;17,5;33,13;39;67;9,77;42,43;44;9;24,8;31
Thu;01;06;2017;16:00;482,51;20;90,71;24;26;8;17,5;32,98;38;65;8,81;44,87;44;8;24,64;30
Thu;01;06;2017;16:15;485,21;18;89,93;25;27;7;17,5;33,16;38;67;10,19;45;41;9;27,43;30
Thu;01;06;2017;16:30;467,63;17;90,29;27;26;7;5,5;33,72;40;64;9,08;41,63;41;9;25,41;31
Thu;01;06;2017;16:45;483,46;20;90,39;27;26;8;15,5;33,16;39;66;9,44;40,91;40;11;27,06;30
Thu;01;06;2017;17:00;476,87;20;88,04;24;26;7;15;33,19;40;65;10,02;41,96;41;9;25,66;31
Thu;01;06;2017;17:15;482,98;19;85,28;25;25;8;25;32,82;38;61;8,71;45,77;41;10;26,4;32
Thu;01;06;2017;17:30;453,38;19;84,41;25;25;6;6,5;32,35;39;54;10,03;43,88;41;11;25,22;31
Thu;01;06;2017;17:45;464,28;17;87,88;25;26;8;18;32,52;38;56;9,41;41,69;40;10;24,78;30
Thu;01;06;2017;18:00;482,74;19;92,36;24;25;7;27,5;29,26;39;66;8,88;40,31;40;10;26,43;28
Thu;01;06;2017;18:15;445,26;18;83,06;25;25;8;7;23,51;38;61;9,83;40,86;40;9;28;29
Thu;01;06;2017;18:30;460,38;18;83,35;25;25;6;16,5;22,66;38;64;8,42;44,45;40;10;27,99;31
Thu;01;06;2017;18:45;461,14;18;89,59;25;25;8;17,5;22,88;37;62;9,18;40,11;41;10;27,87;28
Thu;01;06;2017;19:00;462,92;17;88,97;25;24;7;25,5;22,63;38;63;9,2;35,82;39;9;27,8;31
Thu;01;06;2017;19:15;446,27;17;84,7;25;25;7;13,17;22,39;38;61;8,26;38,17;39;10;27,58;30
Thu;01;06;2017;19:30;444,65;15;86,17;27;24;7;13,17;22,36;37;64;9,71;34,76;39;9;27,48;29
Thu;01;06;2017;19:45;450,96;16;88,73;26;25;7;13,17;22,61;39;61;8,53;38,37;39;10;27,54;29
Thu;01;06;2017;20:00;443,74;16;82,93;25;24;7;13,5;22,45;37;62;8,94;39,48;39;9;27,43;30
Thu;01;06;2017;20:15;451,5;15;82,92;26;25;7;22;22,13;38;62;9,28;36,83;39;10;27,34;29
Thu;01;06;2017;20:30;446,78;16;90,29;26;24;7;11,83;22,09;37;61;8,26;37,1;39;9;27,21;31
Thu;01;06;2017;20:45;442,02;16;84,17;25;24;7;11,83;22,36;38;62;9,73;35,68;39;10;27,25;30
Thu;01;06;2017;21:00;432,43;14;84,49;25;25;7;11,83;22,18;38;56;8,66;37,17;38;9;27,1;29
Thu;01;06;2017;21:15;429,61;15;87,67;25;24;6;13;21,97;37;50;8,92;36,62;39;11;26,43;28
Thu;01;06;2017;21:30;426,17;16;82,37;23;24;8;14;20,53;39;51;9,46;34,86;39;9;25,94;30
Thu;01;06;2017;21:45;429,2;13;81,41;25;25;6;23;17,81;38;52;8,28;37,64;37;9;27,07;29
Thu;01;06;2017;22:00;413,91;16;81,5;25;24;6;6;20,95;38;50;9,63;37,71;36;9;27,12;27
Thu;01;06;2017;22:15;424,62;15;89,72;23;24;8;17;17,25;37;52;8,82;34,82;35;10;27,01;26
Thu;01;06;2017;22:30;421,87;14;80,18;24;25;6;17;20,97;37;49;8,65;39,09;40;9;26,98;25
Thu;01;06;2017;22:45;420,53;13;82,2;25;24;7;16;19,52;38;51;8,85;34,98;40;10;26,97;24
Thu;01;06;2017;23:00;427,14;14;85,83;23;24;7;26,5;18,93;37;49;8,91;36,06;38;9;26,91;23
Thu;01;06;2017;23:15;406,5;14;85,04;24;25;6;13,17;17,77;38;49;8,66;36,93;40;9;15,92;24
Thu;01;06;2017;23:30;406,4;12;80,43;24;24;8;13,17;23,43;37;51;9,16;36,25;40;10;14,96;23
Thu;01;06;2017;23:45;406,04;11;83,67;24;24;6;13,17;23,24;37;49;8,27;37,76;41;9;14,93;24
Fri;02;06;2017;00:00;404,37;10;88,03;24;24;7;15,5;19,39;38;49;9,22;34,3;39;9;14,93;23
Fri;02;06;2017;00:15;408,13;11;82,14;23;25;7;15;23,26;38;49;8,39;38,45;41;9;14,89;23
Fri;02;06;2017;00:30;396,08;11;80,87;24;24;6;14;20,33;37;48;9,07;34,85;38;10;14,96;24
Fri;02;06;2017;00:45;407,38;10;87,9;23;24;7;13,5;23,78;38;49;8,84;36,53;39;9;14,83;23
Fri;02;06;2017;01:00;428,91;11;113,58;23;24;7;14;19,61;37;49;8,62;35,25;40;9;14,84;23
Fri;02;06;2017;01:15;432,34;10;113,58;23;24;7;14;21,97;37;49;9,18;36,77;40;9;14,84;23
Fri;02;06;2017;01:30;338,96;11;21,14;23;24;6;14,5;20,39;38;48;8,28;35,81;41;9;14,84;24
Fri;02;06;2017;01:45;412,96;11;85,6;23;24;8;22,5;23,22;37;49;9,19;34,62;39;9;14,83;23
Fri;02;06;2017;02:00;392,13;10;79,36;24;24;6;11,67;19,6;37;48;8,43;36,25;41;9;14,84;23
Fri;02;06;2017;02:15;390,36;11;80,22;23;24;6;11,67;21,2;37;47;9,04;34,44;39;9;14,8;23
Fri;02;06;2017;02:30;401,42;10;85,48;24;24;8;11,67;20,11;37;48;8,67;38,71;39;9;14,79;23
Fri;02;06;2017;02:45;399,38;11;81,7;23;24;7;16;23,29;38;47;8,72;33,88;39;9;14,8;23
Fri;02;06;2017;03:00;395,37;10;79,51;24;24;6;16;18,96;36;48;9,02;37,07;39;9;14,82;24
Fri;02;06;2017;03:15;400,79;11;85,06;23;24;8;17;20,2;38;47;8,36;33,35;40;8;14,82;23
Fri;02;06;2017;03:30;399,28;10;85,23;23;24;6;16,5;20,5;36;47;9,12;37,14;38;9;14,79;23
