WiseMetering realtime, exported on November 17, 2016 18:05, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ IT OMCs (KWh);EA+ IT BVTP0 (KWh);EA+ IT SNT (KWh);EA+ IT FMC (KWh);EA+ IT MAT (KWh);EA+ IT FNC (KWh);EA+ IT CMB (KWh);EA+ IT PDG (KWh);EA+ IT AVR (KWh);EA+ IT FAR (KWh);EA+ IT ALF1P-1 (KWh);EA+ IT RAN (KWh);EA+ IT PTM (KWh)
Sat;18;06;2016;13:30;266,93;53,81;24,38;17;35,78;3,75;14,77;3,92;20,71;8,87;53,12;28,83;1,99
Sat;18;06;2016;13:45;269,17;53,81;24,38;17,01;36,89;3,74;14,77;3,91;20,7;9,9;53,23;28,83;1,99
Sat;18;06;2016;14:00;266,08;53,81;24,35;17,01;35,85;3,74;14,78;3,91;20,7;8,89;52,22;28,84;1,98
Sat;18;06;2016;14:15;267,11;53,85;24,38;16,95;35,84;3,74;14,79;3,91;20,71;8,87;53,24;28,85;2
Sat;18;06;2016;14:30;268,09;53,79;24,38;16,96;36,91;3,75;14,83;3,92;20,71;8,9;53,08;28,87;1,99
Sat;18;06;2016;14:45;266,05;53,83;24,35;16,98;35,84;3,74;14,82;3,91;20,73;8,86;52,17;28,83;1,99
Sat;18;06;2016;15:00;268,11;53,86;24,35;16,97;35,87;3,74;14,79;3,92;20,73;9,89;53,18;28,83;1,99
Sat;18;06;2016;15:15;268,14;53,86;24,38;16,99;36,83;3,75;14,88;3,92;20,71;8,88;53,15;28,82;1,99
Sat;18;06;2016;15:30;266,16;53,8;24,32;16,96;35,9;3,75;14,82;3,92;20,68;8,99;52,2;28,84;2
Sat;18;06;2016;15:45;258,19;53,86;24,35;16,96;35,82;3,75;14,8;3,92;20,68;0,07;53,21;28,8;1,98
Sat;18;06;2016;16:00;259,22;53,8;24,37;16,96;36,88;3,75;14,87;3,91;20,74;0,09;53,12;28,76;1,99
Sat;18;06;2016;16:15;257,33;53,86;24,31;16,96;35,88;3,74;14,81;3,92;20,77;0,07;52,17;28,84;1,99
Sat;18;06;2016;16:30;258,24;53,86;24,38;16,95;35,83;3,74;14,81;3,91;20,73;0,11;53,18;28,76;1,99
Sat;18;06;2016;16:45;259,3;53,81;24,35;16,96;36,86;3,75;14,87;3,92;20,74;0,07;53,14;28,86;1,99
Sat;18;06;2016;17:00;263,61;53,87;24,35;16,95;35,84;3,74;14,8;3,91;20,73;6,46;52,17;28,8;1,98
Sat;18;06;2016;17:15;267,5;54,39;24,34;16,95;35,84;3,75;14,78;3,92;20,76;8,86;53,14;28,81;1,99
Sat;18;06;2016;17:30;265,54;53,32;24,32;16,94;35,85;3,75;14,78;3,92;20,84;8,9;52,16;28,79;1,99
Sat;18;06;2016;17:45;268,09;53,8;24,33;16,95;36,88;3,75;14,87;3,91;20,77;8,85;53,2;28,8;1,99
Sat;18;06;2016;18:00;267,28;53,89;24,42;16,97;35,8;3,75;14,82;3,92;20,82;8,9;53,15;28,84;1,99
Sat;18;06;2016;18:15;267,11;53,89;24,3;16,95;35,9;3,76;14,79;3,92;20,75;9,88;52,18;28,81;1,99
Sat;18;06;2016;18:30;268,3;53,91;24,31;16,95;36,89;3,74;14,87;3,91;20,82;8,88;53,18;28,85;1,99
Sat;18;06;2016;18:45;267,32;53,86;24,37;16,96;35,95;3,75;14,8;3,92;20,79;8,93;53,17;28,84;1,99
Sat;18;06;2016;19:00;266,16;53,92;24,32;16,94;35,81;3,74;14,82;3,91;20,78;8,87;52,19;28,86;1,99
Sat;18;06;2016;19:15;269,09;53,76;24,35;16,96;36,89;3,74;14,86;3,92;20,78;9,87;53,16;28,83;1,99
Sat;18;06;2016;19:30;266,9;53,79;24,37;16,94;35,79;3,74;14,78;3,91;20,76;8,86;53,18;28,79;1,98
Sat;18;06;2016;19:45;266,04;53,85;24,33;16,93;35,85;3,75;14,77;3,92;20,82;8,85;52,21;28,78;1,99
Sat;18;06;2016;20:00;266,73;53,74;24,33;16,91;35,84;3,75;14,77;3,91;20,73;8,88;53,1;28,8;1,98
Sat;18;06;2016;20:15;268,82;53,79;24,32;16,92;36,83;3,74;14,87;3,91;20,73;9,87;53,12;28,73;1,99
Sat;18;06;2016;20:30;265,77;53,78;24,33;16,91;35,76;3,74;14,8;3,92;20,78;8,89;52,09;28,79;1,99
Sat;18;06;2016;20:45;267,04;53,85;24,29;16,91;35,96;3,75;14,81;3,91;20,71;8,86;53,21;28,8;1,99
Sat;18;06;2016;21:00;266,78;53,79;24,37;16,9;35,75;3,75;14,84;3,92;20,72;8,88;53,1;28,78;1,99
Sat;18;06;2016;21:15;267,72;53,81;24,3;16,9;36,86;3,75;14,79;3,91;20,69;9,85;52,11;28,77;1,99
Sat;18;06;2016;21:30;266,94;53,82;24,35;16,89;35,85;3,75;14,84;3,91;20,68;8,89;53,21;28,77;1,99
Sat;18;06;2016;21:45;267,16;53,85;24,34;16,9;35,95;3,75;14,83;3,92;20,73;8,86;53,26;28,77;1,99
Sat;18;06;2016;22:00;267,12;53,85;24,39;16,92;36,92;3,75;14,79;3,91;20,69;8,9;52,17;28,83;1,99
Sat;18;06;2016;22:15;266,89;53,83;24,33;16,94;35,77;3,76;14,78;3,91;20,75;8,88;53,16;28,78;2
Sat;18;06;2016;22:30;267,09;53,86;24,41;16,95;35,85;3,75;14,8;3,92;20,76;9,84;52,17;28,78;1,99
Sat;18;06;2016;22:45;267,06;53,84;24,33;16,92;35,87;3,75;14,88;3,91;20,69;8,89;53,18;28,8;1,99
Sat;18;06;2016;23:00;268,11;53,81;24,4;16,9;36,85;3,76;14,82;3,92;20,77;8,86;53,24;28,79;1,99
Sat;18;06;2016;23:15;265,86;53,81;24,34;16,9;35,82;3,76;14,84;3,91;20,7;8,87;52,11;28,8;1,99
Sat;18;06;2016;23:30;267,95;53,8;24,35;16,93;35,81;3,75;14,84;3,92;20,73;9,87;53,16;28,8;1,99
Sat;18;06;2016;23:45;267,15;53,82;24,34;16,96;35,93;3,75;14,81;3,91;20,71;8,9;53,26;28,78;1,99
Sun;19;06;2016;00:00;266,65;53,86;24,32;16,97;36,79;3,75;14,88;3,92;20,67;8,85;51,98;28,7;1,99
Sun;19;06;2016;00:15;266,95;53,8;24,36;16,97;35,82;3,74;14,82;3,91;20,72;8,87;53,19;28,75;2
Sun;19;06;2016;00:30;267,94;53,81;24,35;16,97;35,9;3,75;14,81;3,92;20,7;9,91;53,1;28,74;1,98
Sun;19;06;2016;00:45;266,45;53,66;24,31;16,97;36,74;3,75;14,85;3,91;20,64;8,84;52,05;28,75;1,99
Sun;19;06;2016;01:00;266,64;53,73;24,34;16,98;35,87;3,74;14,77;3,91;20,71;8,86;53,07;28,67;1,99
Sun;19;06;2016;01:15;266,41;53,63;24,34;16,97;35,78;3,74;14,78;3,92;20,65;8,87;53,06;28,7;1,99
Sun;19;06;2016;01:30;265,63;53,69;24,52;17;35,84;3,74;14,75;3,91;20,65;8,85;52,01;28,68;1,99
Sun;19;06;2016;01:45;268,66;53,86;24,4;16,98;36,73;3,74;14,8;3,91;20,68;9,91;52,98;28,68;1,99
Sun;19;06;2016;02:00;265,35;53,64;24,3;16,97;35,76;3,74;14,79;3,92;20,61;8,82;52,14;28,69;1,99
Sun;19;06;2016;02:15;266,11;53,6;24,33;16,96;35,8;3,73;14,75;3,91;20,65;8,86;52,93;28,61;1,99
Sun;19;06;2016;02:30;266,32;53,65;24,41;16,96;35,71;3,74;14,76;3,91;20,65;8,86;53,04;28,64;2
Sun;19;06;2016;02:45;266,92;53,39;24,3;16,97;36,68;3,74;14,83;3,91;20,59;9,88;52,01;28,65;1,98
Sun;19;06;2016;03:00;266,3;53,61;24,39;16,95;35,76;3,74;14,77;3,92;20,66;8,84;53,05;28,64;1,99
Sun;19;06;2016;03:15;265,11;53,63;24,29;16,93;35,82;3,73;14,74;3,91;20,6;8,87;52,02;28,57;1,99
Sun;19;06;2016;03:30;266,8;53,55;24,37;16,94;36,59;3,73;14,75;3,91;20,57;8,9;52,89;28,62;1,99
Sun;19;06;2016;03:45;267,48;53,58;24,37;16,93;35,72;3,73;14,84;3,91;20,65;9,87;53,26;28,62;1,99
Sun;19;06;2016;04:00;264,69;53,53;24,29;16,93;35,66;3,73;14,78;3,91;20,6;8,81;51,84;28,62;1,98
Sun;19;06;2016;04:15;266,11;53,51;24,35;16,92;35,8;3,73;14,81;3,91;20,59;8,88;53,03;28,59;1,99
Sun;19;06;2016;04:30;265,86;53,54;24,34;16,91;36,56;3,73;14,8;3,91;20,66;8,85;51,95;28,63;1,99
Sun;19;06;2016;04:45;266,98;53,56;24,35;16,91;35,69;3,73;14,78;3,91;20,55;9,91;53;28,6;1,99
Sun;19;06;2016;05:00;265,82;53,51;24,32;16,9;35,69;3,73;14,84;3,91;20,57;8,83;52,95;28,57;1,99
Sun;19;06;2016;05:15;265,82;53,51;24,3;16,88;36,71;3,73;14,75;3,91;20,62;8,86;52,01;28,56;1,99
Sun;19;06;2016;05:30;265,77;53,55;24,36;16,89;35,65;3,73;14,73;3,91;20,55;8,86;52,96;28,59;1,99
Sun;19;06;2016;05:45;264,75;53,46;24,3;16,9;35,63;3,73;14,82;3,91;20,56;8,88;51,95;28,61;1,99
Sun;19;06;2016;06:00;266,79;53,5;24,32;16,9;35,64;3,73;14,83;3,91;20,57;9,87;52,95;28,58;1,98
Sun;19;06;2016;06:15;266,84;53,44;24,32;16,9;36,75;3,74;14,84;3,91;20,59;8,86;52,96;28,55;1,99
Sun;19;06;2016;06:30;264,75;53,51;24,29;16,9;35,56;3,73;14,85;3,91;20,56;8,88;52;28,56;1,98
Sun;19;06;2016;06:45;266,03;53,43;24,38;16,89;35,74;3,73;14,86;3,91;20,59;8,89;53,02;28,59;1,99
Sun;19;06;2016;07:00;265,65;53,41;24,31;16,91;35,63;3,73;14,88;3,91;20,58;9,86;51,92;28,55;1,99
Sun;19;06;2016;07:15;266,8;53,43;24,34;16,92;36,59;3,74;14,87;3,91;20,57;8,89;53;28,56;1,98
Sun;19;06;2016;07:30;265,9;53,47;24,35;16,92;35,64;3,73;14,87;3,91;20,62;8,86;52,93;28,61;1,99
Sun;19;06;2016;07:45;265,06;53,57;24,3;16,94;35,69;3,73;14,87;3,91;20,62;8,89;51,98;28,58;1,99
Sun;19;06;2016;08:00;268,17;53,62;24,37;16,95;36,59;3,74;14,88;3,91;20,58;9,91;53,05;28,59;1,99
Sun;19;06;2016;08:15;265,25;53,53;24,36;16,97;35,66;3,74;14,89;3,91;20,68;8,88;52,02;28,63;1,99
Sun;19;06;2016;08:30;266,31;53,61;24,37;16,97;35,64;3,73;14,88;3,91;20,71;8,89;53;28,62;1,99
Sun;19;06;2016;08:45;266,43;53,75;24,39;16,97;35,66;3,73;14,86;3,91;20,71;8,86;53;28,61;2
Sun;19;06;2016;09:00;266,32;53,53;24,32;16,97;36,7;3,74;14,86;3,91;20,7;8,88;52,15;28,59;1,99
Sun;19;06;2016;09:15;267,39;53,7;24,3;16,96;35,7;3,74;14,85;3,91;20,68;9,89;52,98;28,69;1,99
Sun;19;06;2016;09:30;265,44;53,67;24,34;16,97;35,75;3,74;14,83;3,91;20,72;8,86;52,04;28,63;1,98
Sun;19;06;2016;09:45;266,46;53,65;24,32;16,94;35,68;3,74;14,82;3,91;20,73;8,9;53,08;28,71;1,99
Sun;19;06;2016;10:00;267,69;53,68;24,39;16,97;36,74;3,74;14,81;3,92;20,7;8,89;53,22;28,65;1,99
Sun;19;06;2016;10:15;266,58;53,75;24,29;16,97;35,75;3,75;14,81;3,91;20,76;9,89;52,03;28,68;1,98
Sun;19;06;2016;10:30;266,73;53,72;24,35;16,96;35,77;3,74;14,81;3,92;20,75;8,93;53,07;28,72;1,99
Sun;19;06;2016;10:45;267,79;53,72;24,39;16,97;36,77;3,75;14,82;3,91;20,76;8,94;53,07;28,7;2
Sun;19;06;2016;11:00;265,8;53,85;24,35;16,98;35,71;3,74;14,77;3,92;20,81;8,82;52,14;28,71;1,99
Sun;19;06;2016;11:15;267,93;53,76;24,36;16,99;35,85;3,74;14,77;3,92;20,76;9,91;53,14;28,76;1,99
Sun;19;06;2016;11:30;266,87;53,81;24,36;16,97;35,76;3,74;14,77;3,91;20,77;8,87;53,19;28,72;1,99
Sun;19;06;2016;11:45;266,93;53,73;24,36;16,99;36,86;3,75;14,81;3,92;20,8;8,9;52,1;28,72;1,99
Sun;19;06;2016;12:00;266,97;53,72;24,37;16,97;35,83;3,74;14,85;3,92;20,8;8,88;53,14;28,74;1,99
Sun;19;06;2016;12:15;267,25;53,86;24,45;16,98;35,83;3,74;14,78;3,91;20,84;9,91;52,19;28,77;1,99
Sun;19;06;2016;12:30;267,76;53,81;24,24;16,97;36,77;3,74;14,77;3,92;20,74;8,88;53,2;28,74;1,99
Sun;19;06;2016;12:45;267,01;53,82;24,4;16,97;35,88;3,75;14,77;3,92;20,78;8,91;53,13;28,71;1,98
Sun;19;06;2016;13:00;265,96;53,83;24,31;16,98;35,85;3,75;14,83;3,92;20,76;8,88;52,16;28,69;1,99
Sun;19;06;2016;13:15;267,03;53,81;24,36;16,97;35,78;3,75;14,84;3,92;20,78;8,88;53,17;28,78;1,99
Sun;19;06;2016;13:30;269,13;53,85;24,37;16,97;36,86;3,74;14,79;3,92;20,76;9,88;53,3;28,71;1,99
Sun;19;06;2016;13:45;265,98;53,83;24,37;16,97;35,93;3,74;14,87;3,92;20,75;8,91;52,03;28,67;1,99
Sun;19;06;2016;14:00;266,9;53,83;24,32;16,97;35,78;3,75;14,82;3,92;20,75;8,85;53,22;28,71;1,99
Sun;19;06;2016;14:15;266,98;53,81;24,41;16,98;35,8;3,74;14,81;3,91;20,76;8,9;53,19;28,69;1,98
Sun;19;06;2016;14:30;268,12;53,86;24,34;16,96;36,86;3,74;14,88;3,92;20,75;9,86;52,23;28,74;1,99
Sun;19;06;2016;14:45;266,93;53,86;24,38;16,98;35,79;3,74;14,79;3,92;20,74;8,88;53,12;28,75;1,99
Sun;19;06;2016;15:00;267,04;53,84;24,31;16,99;35,82;3,75;14,78;3,92;20,74;8,89;53,24;28,78;1,99
Sun;19;06;2016;15:15;267,12;53,87;24,42;16,99;36,91;3,74;14,77;3,92;20,79;8,9;52,05;28,78;1,99
Sun;19;06;2016;15:30;268,02;53,8;24,32;16,97;35,81;3,74;14,79;3,92;20,77;9,87;53,34;28,72;1,99
Sun;19;06;2016;15:45;266,94;53,8;24,36;16,94;35,87;3,74;14,83;3,91;20,78;8,89;53,09;28,76;1,99
Sun;19;06;2016;16:00;266,1;53,88;24,37;16,97;35,85;3,74;14,82;3,92;20,74;8,89;52,25;28,69;1,99
Sun;19;06;2016;16:15;267,85;53,78;24,34;16,97;36,82;3,75;14,78;3,91;20,7;8,86;53,24;28,71;1,98
Sun;19;06;2016;16:30;266,99;53,83;24,36;16,98;35,86;3,74;14,86;3,92;20,75;8,9;53,05;28,77;1,99
Sun;19;06;2016;16:45;267,06;53,83;24,34;16,97;35,89;3,74;14,83;3,92;20,74;9,9;52,25;28,66;1,99
Sun;19;06;2016;17:00;267,11;53,86;24,35;16,97;35,9;3,75;14,82;3,91;20,77;8,85;53,26;28,7;1,98
Sun;19;06;2016;17:15;268,12;53,74;24,43;16,98;36,89;3,75;14,86;3,92;20,76;8,89;53,18;28,74;2
Sun;19;06;2016;17:30;265,91;53,86;24,29;16,97;35,84;3,74;14,78;3,92;20,78;8,87;52,17;28,71;1,98
Sun;19;06;2016;17:45;268,14;53,87;24,33;16,98;35,92;3,74;14,78;3,92;20,78;9,88;53,19;28,76;1,99
Sun;19;06;2016;18:00;268,15;53,82;24,4;16,98;36,89;3,74;14,79;3,92;20,77;8,95;53,2;28,7;1,99
Sun;19;06;2016;18:15;266,29;53,87;24,36;16,99;35,95;3,74;14,77;3,92;20,79;8,82;52,35;28,74;1,99
Sun;19;06;2016;18:30;266,85;53,83;24,29;16,98;35,88;3,74;14,81;3,91;20,78;8,88;53,05;28,71;1,99
Sun;19;06;2016;18:45;268,37;53,82;24,37;17;35,94;3,8;14,85;3,92;20,8;9,87;53,25;28,76;1,99
Sun;19;06;2016;19:00;267,09;53,92;24,36;16,97;36,83;3,77;14,79;3,92;20,76;8,88;52,18;28,73;1,99
Sun;19;06;2016;19:15;267,38;53,89;24,35;16,99;35,93;3,77;14,86;3,92;20,81;8,89;53,2;28,78;1,99
Sun;19;06;2016;19:30;267,25;53,87;24,34;17,01;35,94;3,77;14,84;3,92;20,74;8,87;53,26;28,72;1,99
Sun;19;06;2016;19:45;267,14;53,89;24,35;17,01;35,82;3,77;14,8;3,92;20,81;9,83;52,21;28,75;1,99
Sun;19;06;2016;20:00;268,49;53,9;24,38;17;36,92;3,77;14,87;3,92;20,82;8,88;53,23;28,82;1,99
Sun;19;06;2016;20:15;267,12;53,77;24,35;17;35,92;3,77;14,79;3,91;20,82;8,83;53,22;28,74;1,99
Sun;19;06;2016;20:30;266,29;53,94;24,36;16,99;35,95;3,77;14,8;3,92;20,83;8,85;52,14;28,76;1,99
Sun;19;06;2016;20:45;268,31;53,91;24,31;17;36,94;3,78;14,78;3,92;20,82;8,85;53,19;28,82;2
Sun;19;06;2016;21:00;268,43;53,9;24,34;17;35,92;3,77;14,78;3,92;20,79;9,86;53,3;28,86;1,99
Sun;19;06;2016;21:15;266,39;54,03;24,33;16,99;35,9;3,78;14,85;3,92;20,79;8,83;52,19;28,8;1,99
Sun;19;06;2016;21:30;267,33;53,94;24,34;17,03;35,98;3,78;14,84;3,92;20,77;8,88;53,04;28,83;1,99
Sun;19;06;2016;21:45;268,2;53,87;24,37;17,02;36,91;3,78;14,8;3,92;20,73;8,81;53,17;28,82;1,99
Sun;19;06;2016;22:00;267,27;53,92;24,34;17,03;35,87;3,79;14,79;3,92;20,79;9,86;52,18;28,81;1,99
Sun;19;06;2016;22:15;267,22;53,81;24,39;17,04;35,94;3,8;14,86;3,91;20,69;8,85;53,14;28,8;1,99
Sun;19;06;2016;22:30;267,22;53,92;24,33;17,05;35,88;3,79;14,84;3,92;20,79;8,87;53,12;28,73;1,99
Sun;19;06;2016;22:45;267,42;53,9;24,37;17,04;36,83;3,77;14,83;3,92;20,82;8,87;52,25;28,84;1,99
Sun;19;06;2016;23:00;268,05;53,83;24,33;17,03;35,95;3,75;14,89;3,92;20,68;9,85;53,08;28,75;1,99
Sun;19;06;2016;23:15;267,23;53,94;24,35;17,01;35,86;3,75;14,83;3,91;20,83;8,86;53,17;28,71;2
Sun;19;06;2016;23:30;266,9;53,78;24,33;17,02;36,82;3,75;14,83;3,92;20,71;8,88;52,11;28,77;1,99
Sun;19;06;2016;23:45;267,1;53,82;24,33;17,02;35,83;3,75;14,86;3,92;20,73;8,85;53,23;28,77;1,99
Mon;20;06;2016;00:00;266,94;53,8;24,34;17;35,83;3,75;14,82;3,91;20,74;8,88;53,17;28,72;1,99
Mon;20;06;2016;00:15;267,32;54,25;24,34;17,01;35,88;3,74;14,85;3,91;20,7;9,83;52,06;28,75;1,99
Mon;20;06;2016;00:30;267,41;53,33;24,32;17;36,85;3,74;14,83;3,91;20,77;8,86;53,12;28,68;1,99
Mon;20;06;2016;00:45;265,45;53,69;24,36;17,02;35,75;3,74;14,78;3,92;20,67;8,82;52,05;28,67;1,99
Mon;20;06;2016;01:00;266,22;53,66;24,26;17,02;35,71;3,74;14,77;3,91;20,65;8,85;53,03;28,65;1,99
Mon;20;06;2016;01:15;267,34;53,6;24,31;17,01;35,74;3,74;14,76;3,91;20,71;9,88;53,03;28,66;1,99
Mon;20;06;2016;01:30;266,11;53,53;24,28;17,01;36,77;3,74;14,77;3,92;20,66;8,8;52;28,65;1,99
Mon;20;06;2016;01:45;266,35;53,62;24,32;17,01;35,78;3,73;14,83;3,91;20,68;8,82;53,03;28,63;1,99
Mon;20;06;2016;02:00;266,08;53,61;24,29;17;35,66;3,74;14,76;3,91;20,66;8,83;53,02;28,62;1,99
Mon;20;06;2016;02:15;266,96;53,59;24,27;16,99;36,64;3,74;14,74;3,92;20,65;9,83;51,95;28,66;1,99
Mon;20;06;2016;02:30;266,01;53,56;24,33;16,97;35,67;3,73;14,78;3,91;20,65;8,85;53;28,57;1,99
Mon;20;06;2016;02:45;265,03;53,49;24,36;16,98;35,76;3,73;14,84;3,91;20,62;8,82;51,95;28,59;1,99
Mon;20;06;2016;03:00;265,95;53,61;24,34;16,97;35,63;3,73;14,77;3,91;20,61;8,89;52,94;28,58;1,99
Mon;20;06;2016;03:15;267,19;53,59;24,36;16,97;36,72;3,73;14,82;3,92;20,62;8,8;53,06;28,62;1,99
Mon;20;06;2016;03:30;265,88;53,58;24,32;16,96;35,67;3,73;14,79;3,91;20,62;9,84;51,92;28,55;1,99
Mon;20;06;2016;03:45;265,82;53,53;24,31;16,95;35,62;3,73;14,78;3,91;20,62;8,85;52,96;28,58;1,99
Mon;20;06;2016;04:00;264,9;53,6;24,31;16,97;35,63;3,73;14,85;3,91;20,61;8,85;51,89;28,58;1,99
Mon;20;06;2016;04:15;266,84;53,55;24,34;16,94;36,6;3,73;14,77;3,91;20,58;8,85;52,97;28,62;1,99
Mon;20;06;2016;04:30;266,91;53,61;24,32;16,96;35,68;3,74;14,74;3,91;20,57;9,87;53,01;28,53;1,99
Mon;20;06;2016;04:45;264,72;53,51;24,36;16,94;35,63;3,73;14,74;3,91;20,63;8,85;51,89;28,55;1,99
Mon;20;06;2016;05:00;266,88;53,56;24,31;16,96;36,6;3,73;14,83;3,92;20,56;8,84;53,03;28,57;1,98
Mon;20;06;2016;05:15;264,94;53,57;24,33;16,95;35,67;3,73;14,78;3,91;20,59;8,86;51,97;28,6;2
Mon;20;06;2016;05:30;266,63;53,46;24,35;16,94;35,6;3,73;14,74;3,91;20,56;9,83;53,01;28,53;1,98
Mon;20;06;2016;05:45;265,78;53,61;24,34;16,96;35,65;3,73;14,74;3,91;20,59;8,85;52,87;28,54;1,99
Mon;20;06;2016;06:00;265,84;53,54;24,3;16,94;36,58;3,73;14,82;3,91;20,57;8,86;52,03;28,58;1,98
Mon;20;06;2016;06:15;265,73;53,57;24,37;16,97;35,68;3,73;14,78;3,91;20,54;8,84;52,85;28,51;1,99
Mon;20;06;2016;06:30;264,73;53,49;24,38;16,96;35,62;3,73;14,8;3,91;20,59;8,83;51,89;28,54;1,99
Mon;20;06;2016;06:45;267;53,58;24,3;16,96;35,66;3,73;14,8;3,91;20,62;9,85;53,09;28,52;1,99
Mon;20;06;2016;07:00;266,68;53,54;24,32;16,96;36,61;3,73;14,77;3,91;20,56;8,85;52,9;28,55;1,99
Mon;20;06;2016;07:15;265,04;53,61;24,37;16,96;35,62;3,73;14,82;3,91;20,6;8,82;52,06;28,54;1,99
Mon;20;06;2016;07:30;265,83;53,57;24,35;16,97;35,55;3,73;14,75;3,91;20,64;8,83;52,95;28,59;2
Mon;20;06;2016;07:45;267,1;53,69;24,3;16,98;36,68;3,75;14,76;3,92;20,59;9,85;52,04;28,57;1,98
Mon;20;06;2016;08:00;266,23;53,6;24,47;17,01;35,67;3,76;14,75;3,91;20,61;8,86;53,02;28,61;1,99
Mon;20;06;2016;08:15;266,21;53,72;24,3;17,02;35,68;3,75;14,75;3,91;20,64;8,88;52,94;28,64;1,99
Mon;20;06;2016;08:30;265,73;53,74;24,38;17,01;35,8;3,75;14,83;3,91;20,6;8,92;52,18;28,63;1,98
Mon;20;06;2016;08:45;268,26;53,75;24,32;17,02;36,56;3,75;14,82;3,92;20,6;9,86;52,99;28,68;1,98
Mon;20;06;2016;09:00;266,88;53,8;24,35;17,01;35,75;3,76;14,81;3,91;20,67;8,91;53,17;28,73;2,01
Mon;20;06;2016;09:15;266,01;53,76;24,32;17,02;35,82;3,75;14,78;3,91;20,68;8,89;52,24;28,76;2,07
Mon;20;06;2016;09:30;267,03;53,8;24,39;17,04;35,74;3,75;14,86;3,92;20,69;8,91;53,07;28,8;2,06
Mon;20;06;2016;09:45;269,19;53,81;24,27;17,04;36,81;3,75;14,82;3,92;20,69;9,9;53,33;28,81;2,06
Mon;20;06;2016;10:00;266,15;53,87;24,31;17,06;35,83;3,76;14,83;3,93;20,71;8,89;52,08;28,82;2,06
Mon;20;06;2016;10:15;267,44;53,85;24,35;17,07;35,91;3,76;14,87;3,97;20,72;8,9;53,17;28,81;2,07
Mon;20;06;2016;10:30;268,37;53,95;24,4;17,07;36,84;3,76;14,82;3,97;20,69;8,88;53,13;28,79;2,08
Mon;20;06;2016;10:45;268,56;53,98;24,3;17,05;35,88;3,76;14,83;3,96;20,75;9,95;53,25;28,81;2,07
Mon;20;06;2016;11:00;266,45;53,98;24,28;17,06;35,87;3,76;14,88;3,97;20,74;8,87;52,15;28,83;2,06
Mon;20;06;2016;11:15;267,66;53,98;24,34;17,02;35,89;3,77;14,8;3,96;20,74;8,92;53,32;28,85;2,07
Mon;20;06;2016;11:30;268,48;53,92;24,37;17,07;36,88;3,76;14,81;3,95;20,77;8,91;53,17;28,81;2,06
Mon;20;06;2016;11:45;267,7;53,95;24,33;17,08;35,99;3,76;14,8;3,96;20,78;9,9;52,26;28,81;2,07
Mon;20;06;2016;12:00;267,55;53,96;24,35;17,08;35,87;3,76;14,8;3,96;20,81;8,91;53,22;28,78;2,07
Mon;20;06;2016;12:15;268,6;53,94;24,31;17,09;36,91;3,76;14,79;3,94;20,86;8,88;53,24;28,8;2,07
Mon;20;06;2016;12:30;266,86;53,9;24,38;17,04;35,88;3,76;14,8;3,94;20,8;9,22;52,29;28,78;2,07
Mon;20;06;2016;12:45;268,07;53,95;24,37;17,06;35,98;3,8;14,79;3,93;20,8;9,22;53,32;28,79;2,07
Mon;20;06;2016;13:00;267,76;53,9;24,3;17,04;35,87;3,79;14,79;3,93;20,85;9,22;53,23;28,79;2,06
Mon;20;06;2016;13:15;267,78;53,98;24,35;17,06;36,89;3,79;14,78;3,93;20,86;9,21;52,11;28,76;2,05
Mon;20;06;2016;13:30;267,91;53,94;24,32;17,05;35,91;3,8;14,78;3,93;20,79;9,21;53,35;28,77;2,07
Mon;20;06;2016;13:45;268,05;53,94;24,34;17,06;35,95;3,79;14,8;3,93;20,87;9,21;53,3;28,79;2,06
Mon;20;06;2016;14:00;268,75;53,98;24,33;17,07;37,03;3,79;14,79;3,93;20,87;8,91;53,2;28,79;2,06
Mon;20;06;2016;14:15;266,69;53,9;24,34;17,1;35,98;3,79;14,79;3,93;20,83;8,9;52,26;28,82;2,06
Mon;20;06;2016;14:30;268,94;53,99;24,33;17,06;36,02;3,8;14,79;3,94;20,82;9,9;53,34;28,89;2,06
Mon;20;06;2016;14:45;268,22;53,97;24,34;17,07;36,09;3,8;14,79;3,95;20,81;8,9;53,58;28,88;2,06
Mon;20;06;2016;15:00;267,98;53,94;24,34;17,04;36,97;3,8;14,8;3,94;20,81;8,92;52,48;28,86;2,07
Mon;20;06;2016;15:15;267,94;53,96;24,35;17,01;36,04;3,8;14,79;3,94;20,79;8,91;53,44;28,85;2,06
Mon;20;06;2016;15:30;268,96;53,89;24,3;17,05;35,99;3,79;14,79;3,95;20,83;9,91;53,57;28,84;2,07
Mon;20;06;2016;15:45;269,73;54,7;24,36;17,06;37,04;3,8;14,79;3,97;20,76;8,92;53,4;28,87;2,07
Mon;20;06;2016;16:00;266,14;53,18;24,35;17,04;36,03;3,79;14,79;3,96;20,74;8,9;52,49;28,82;2,06
Mon;20;06;2016;16:15;268,09;53,98;24,4;17,03;36;3,8;14,78;3,96;20,76;8,92;53,54;28,85;2,07
