Vodafone - Realtime Data;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;
At: January 31, 2018 11:09 (Europe/Lisbon);;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC OMCs Report (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Fri;12;05;2017;20:15;112,35;1,78;17,98;6,82;31,64;3,97;3,71;12,91;4,39;3,14;3,9;17,28;4,83
Fri;12;05;2017;20:30;119,52;2,71;19,15;6,76;31,66;3,6;4,75;15,09;4,39;3,14;4;17,04;7,23
Fri;12;05;2017;20:45;105,94;2,09;9,86;6,75;33,44;3,11;4,37;14,62;4,39;2,82;3,9;16,73;3,87
Fri;12;05;2017;21:00;111,05;2,03;11,1;6,69;29,97;3,92;4,37;17,51;4,39;2,75;3,9;17,38;7,04
Fri;12;05;2017;21:15;104,69;2,81;10,97;6,65;30,21;3,36;4,37;15,48;4,4;3,14;3,9;14,59;4,82
Fri;12;05;2017;21:30;105,38;1,74;7,35;6,62;31,77;3,53;4,37;16,12;4,4;3,14;4,1;15,21;7,03
Fri;12;05;2017;21:45;109,77;3,14;11,05;6,58;32,53;3,85;4,37;17,6;4,1;2,74;3,9;14,67;5,26
Fri;12;05;2017;22:00;99,16;1,65;7,9;6,54;32,99;2,92;4,37;12,78;3,83;2,96;3,9;14,65;4,66
Fri;12;05;2017;22:15;108,53;2,75;10,34;6,47;33;2,93;4,37;16,53;5,45;3,13;4;14,62;4,94
Fri;12;05;2017;22:30;105,65;1,74;8,41;6,44;32,96;3,47;4,37;15,33;6,24;3,11;3,9;14,64;5,05
Fri;12;05;2017;22:45;98,52;2,83;5,5;6,41;32,66;3,36;4,37;14,89;3,79;2,38;3,9;14,63;3,79
Fri;12;05;2017;23:00;105,29;2,08;10,31;6,37;32,7;2,94;4,37;15,44;4,93;3,13;3,9;13,29;5,85
Fri;12;05;2017;23:15;97,39;2,14;4,63;6,36;32,49;3,4;4,37;16,11;4,41;2,68;3,9;13,19;3,73
Fri;12;05;2017;23:30;103,98;2,7;8,33;6,33;32,76;3,15;4,37;13,72;3,94;2,96;3,9;13,93;7,91
Fri;12;05;2017;23:45;92,78;1,59;5,23;6,33;32,78;3,3;1,25;15,26;4,11;2,42;3,9;13,19;3,42
Sat;13;05;2017;00:00;100,08;3,15;7,14;6,32;32,22;4,46;4,29;12,89;4,83;1,83;3,8;13,18;5,98
Sat;13;05;2017;00:15;95,33;1,47;5,42;6,33;32,5;3,33;4,29;15,46;3,84;1,97;3,8;13,21;3,72
Sat;13;05;2017;00:30;98,53;3,15;6,68;6,33;32,41;3,82;1,3;15,52;4,61;1,95;3,7;13,23;5,84
Sat;13;05;2017;00:45;94,62;1,47;3,95;6,34;34,61;4,04;3,51;13,28;4,78;1,96;3,9;13,26;3,53
Sat;13;05;2017;01:00;100,67;3,15;7,68;6,32;32,5;3,43;3,51;15,92;3,81;1,9;3,7;13,3;5,45
Sat;13;05;2017;01:15;95,4;1,61;4,84;6,33;33,65;3,96;3,51;13,72;4,62;1,9;3,8;13,3;4,16
Sat;13;05;2017;01:30;94,82;2,73;6,67;6,33;32,78;3,85;3,51;12,58;4,08;2,06;3,8;13,31;3,13
Sat;13;05;2017;01:45;94,68;1,77;4,3;6,34;32,03;3,46;3,51;15,49;3,82;2;3,6;13,32;5,06
Sat;13;05;2017;02:00;98;3,15;6,89;6,32;33,39;3,31;4,29;14,08;4,21;2,09;3,8;13,24;3,23
Sat;13;05;2017;02:15;93,27;1,29;3,76;6,33;32,36;4,06;4,29;13,11;4,25;1,97;3,6;13,26;5
Sat;13;05;2017;02:30;99,1;2,79;6,97;6,33;32,21;3,8;4,29;14,27;3,81;2,21;3,7;13,26;5,48
Sat;13;05;2017;02:45;94,02;3,37;3,67;6,32;33,01;3,47;4,29;13,37;4,47;1,96;3,7;13,26;3,13
Sat;13;05;2017;03:00;96,57;2,11;7,38;6,31;33,01;3,57;4,29;12,32;4;1,96;3,5;13,19;4,93
Sat;13;05;2017;03:15;90,17;2,54;3,41;6,31;32,69;2,93;4,29;12,69;3,82;1,96;3,3;13,2;3,02
Sat;13;05;2017;03:30;90,99;2,5;4,37;6,3;32,69;3,33;4,29;11,96;3,82;2,05;3,2;13,21;3,27
Sat;13;05;2017;03:45;89,55;1,87;3,43;4,18;33,87;2,93;4,29;11,98;3,82;1,9;3,1;13,19;4,99
Sat;13;05;2017;04:00;87,56;3,35;5,45;1,88;32,04;3,45;4,29;11,95;3,82;2,03;3;13,19;3,12
Sat;13;05;2017;04:15;83,92;1,8;3,44;2,17;32,28;3,03;4,29;11,99;3,82;1,96;2,8;13,22;3,12
Sat;13;05;2017;04:30;91,57;3,36;6,32;2,23;32,88;3,92;4,29;12,01;3,82;1,96;2,4;13,19;5,2
Sat;13;05;2017;04:45;84,34;1,23;3,44;2,23;33,11;3,6;4,29;12,03;3,82;1,97;2,3;13,2;3,12
Sat;13;05;2017;05:00;87,4;3,26;4,32;2,29;32,75;4,02;4,29;12,05;3,82;1,96;2,2;13,23;3,22
Sat;13;05;2017;05:15;83;2,15;3,43;2,36;30,95;3,56;4,29;11,98;3,82;1,96;2,2;13,18;3,13
Sat;13;05;2017;05:30;91,04;2,8;6,33;3,83;33,32;3,99;4,29;11,95;3,82;1,96;2,3;13,33;3,13
Sat;13;05;2017;05:45;85,24;1,79;3,88;3,31;32,87;3,34;3,33;12,03;3,81;1,96;2,2;13,2;3,52
Sat;13;05;2017;06:00;86,75;3,28;3,46;2,84;32,23;3,89;3,33;11,95;4,13;1,97;2,3;13,24;4,14
Sat;13;05;2017;06:15;86,59;1,37;3,94;2,97;32,5;3,54;3,33;11,81;4;1,97;2,3;13,22;5,65
Sat;13;05;2017;06:30;83,16;3,33;3,74;3,02;31,66;3,66;3,33;11,79;3,82;1,97;2,3;11,52;3,03
Sat;13;05;2017;06:45;81,41;1,3;3,46;2,74;32,36;2,92;3,33;11,79;3,81;1,85;2,4;11,93;3,52
Sat;13;05;2017;07:00;83,28;2,89;3,45;2,88;31,58;3,23;2,2;11,86;4,31;1,91;2,3;13,26;3,43
Sat;13;05;2017;07:15;84,82;3,29;3,45;2,84;30,65;3,45;4,38;12,58;4,3;1,9;2,5;12,26;3,23
Sat;13;05;2017;07:30;97,19;0,75;3,44;3,07;31,03;3,59;4,38;11,92;3,8;1,89;2,5;27,69;3,12
Sat;13;05;2017;07:45;103,01;3,18;4,26;2,9;30,58;2,91;1,37;12,33;5,51;1,89;2,8;30,45;4,83
Sat;13;05;2017;08:00;100,22;2,57;4,1;3,25;32,34;3,39;4,56;12,27;4,64;1,89;2,8;25,2;3,22
Sat;13;05;2017;08:15;104,51;1,42;5,99;3,16;30,52;3,27;4,56;12,92;3,8;1,88;2,9;31,07;3,02
Sat;13;05;2017;08:30;109,25;3,34;4,03;3,22;32,35;2,88;3,46;12,19;6,44;1,68;3,2;28,59;7,88
Sat;13;05;2017;08:45;107,45;1,53;10,4;3,43;32,07;3,32;3,46;12,93;3,97;1,88;3,5;27,82;3,15
Sat;13;05;2017;09:00;111,07;2,6;14,19;3,42;31,25;4,25;3,46;12,29;4,08;1,85;3,5;26,65;3,53
Sat;13;05;2017;09:15;121,22;3,16;12,53;3,42;33,17;3,21;4,87;14,65;5,96;1,91;3,9;31,16;3,28
Sat;13;05;2017;09:30;121,18;1,51;12,66;3,43;31,76;4,1;7,43;14,64;4,41;1,75;3,7;28;7,81
Sat;13;05;2017;09:45;119,13;3,23;12,91;4,16;32,47;3,91;7,43;15,62;4,4;1,97;3,8;25,6;3,63
Sat;13;05;2017;10:00;127,31;1,56;13,4;11,42;32,64;3,4;4,78;14,97;4,4;1,77;3,9;29;6,09
Sat;13;05;2017;10:15;125,99;3,31;13,47;9,21;31,56;3,98;4,78;14,86;4,4;1,91;3,8;30,99;3,73
Sat;13;05;2017;10:30;126,24;0,98;13,47;11,41;31,73;3,74;4,78;17,81;4,4;1,91;4;28,09;3,93
Sat;13;05;2017;10:45;127,6;2,99;13,5;11,59;32,77;3,75;2,61;17,36;4,4;1,91;4,1;25,58;7,04
Sat;13;05;2017;11:00;119,56;2,38;15,51;8,01;29,15;3,03;3,3;12,78;5,58;1,9;4;28,89;5,02
Sat;13;05;2017;11:15;130,44;1,73;19,56;7,64;27,99;3,78;4,35;17,4;6,51;1,91;4;29,03;6,53
Sat;13;05;2017;11:30;130,35;3,31;20,49;7,44;28,56;2,92;4,35;14,28;4,41;1,91;3,8;30,85;8,03
Sat;13;05;2017;11:45;138,02;1,48;18,02;8,13;33,21;2,92;1,16;18,35;4,42;1,94;4;27,29;17,1
Sat;13;05;2017;12:00;144,8;2,73;15,86;8,15;33,11;3,44;3,28;25,37;4,41;1,96;4,2;26,46;15,84
Sat;13;05;2017;12:15;145,16;2,49;13,44;8,18;32,7;3,36;3,29;23,66;6,46;1,97;4,2;29,22;16,22
Sat;13;05;2017;12:30;144,86;2,43;17,44;8,18;31,87;2,95;3,43;20,48;5,44;1,97;5,2;30,01;15,47
Sat;13;05;2017;12:45;149;2,72;19,53;8,17;33,68;3,54;3,43;21,38;4,4;2,09;4,9;29,27;15,9
Sat;13;05;2017;13:00;150,22;2,3;19,9;8,11;29,01;4,36;3,43;21,51;5,31;2,15;9,9;28,48;15,78
Sat;13;05;2017;13:15;149,17;1,42;17,84;8,12;28,62;3,78;3,43;21,43;6,91;2,31;10,4;30,5;14,42
Sat;13;05;2017;13:30;143,4;2,91;20,5;8,13;28,23;3,12;3,43;21,25;4,39;2,72;9,3;28,12;11,31
Sat;13;05;2017;13:45;151,35;2,54;18,73;8,18;31,44;4,3;3,08;23,71;4,38;3,18;8,3;28,52;14,99
Sat;13;05;2017;14:00;151,04;1,28;17,64;8,15;33,79;3,88;4,65;21,01;6,77;3,18;9,3;25,29;16,11
Sat;13;05;2017;14:15;147,3;2,88;16,87;8,16;32,23;3,35;4,65;21,81;5,06;3,17;9,5;25,4;14,23
Sat;13;05;2017;14:30;143,21;1,89;13,41;8,16;29,62;4,04;1,42;23,96;8,26;3,16;9;29,83;10,46
Sat;13;05;2017;14:45;146,89;2,66;16,86;8,16;28,36;2,93;3,72;20,24;8,81;3,16;9,3;28,59;14,12
Sat;13;05;2017;15:00;159,82;1,79;19,91;8,15;30,53;3,37;7,18;22,33;8,77;3,17;8,8;30,41;15,42
Sat;13;05;2017;15:15;154,5;3,15;15,44;8,14;32,37;2,91;5,94;23,04;8,74;3,16;10;28,38;13,23
Sat;13;05;2017;15:30;159,07;1,33;20,65;8,14;33,09;3,41;5,65;21,19;8,74;3,17;9,9;28,47;15,34
Sat;13;05;2017;15:45;157,58;3,14;16,8;8,17;31,97;3,11;5,66;23,15;7,86;3,17;9;30;15,57
Sat;13;05;2017;16:00;156,05;1,47;20,19;8,19;32,56;4,09;6,22;22,71;6,54;3,18;9,1;28,43;13,38
Sat;13;05;2017;16:15;155,73;3,14;19,28;8,17;32,62;3,66;6,22;20,7;7,07;3,18;10,4;30,43;10,87
Sat;13;05;2017;16:30;141,51;1,41;17,13;8,13;28,43;4,11;1,17;22,01;5,67;3,18;8,4;28,36;13,52
Sat;13;05;2017;16:45;145,85;3,14;17,19;8,13;28,2;3,19;2,83;21,7;4,28;3,17;10,3;28,68;15,03
Sat;13;05;2017;17:00;149,35;1,37;20,25;8,12;31,74;4,29;3,53;20,32;4,25;3,18;8,9;28,16;15,23
Sat;13;05;2017;17:15;146,49;3,14;17,53;8,12;33,54;3,57;3,53;22,05;4,25;3,17;9,7;25,34;12,54
Sat;13;05;2017;17:30;139,31;1,98;16,95;8,1;31,81;3,33;3,53;21,43;4,27;3,17;7,9;26,19;10,66
Sat;13;05;2017;17:45;150,09;2,28;19,53;8,11;32,39;3,96;3,53;20,31;4,28;3,17;8,9;30,22;13,42
Sat;13;05;2017;18:00;145,94;2,91;16,01;8,12;32,21;2,96;3,53;21,37;4,36;3,18;8,5;28,5;14,29
Sat;13;05;2017;18:15;148,18;1,45;20,43;8,12;32,32;3,21;3,11;20,65;4,4;3,17;8,4;28,39;14,52
Sat;13;05;2017;18:30;154,14;3,14;16,85;7,77;32,39;3,35;5,15;22,77;4,41;3,17;9,9;30,32;14,95
Sat;13;05;2017;18:45;153,38;1,36;19,04;7,6;32,5;4,16;7,83;21,82;4,4;3,17;8,6;28,41;14,48
Sat;13;05;2017;19:00;149,33;2,94;16,63;7,4;31,69;3,68;7,83;20,63;4,41;3,17;8,2;28,46;14,3
Sat;13;05;2017;19:15;141,72;2,14;17,63;7,31;32,32;3,9;1,78;21,41;4,4;3,16;6,7;29,03;11,93
Sat;13;05;2017;19:30;138,5;2,46;19,72;7,23;32,64;4;5,69;20,22;4,41;3,17;5,4;24,17;9,4
Sat;13;05;2017;19:45;124,48;2,61;16,48;7,06;31,86;3,45;5,65;20,98;4,41;3,16;5,1;18,57;5,15
Sat;13;05;2017;20:00;112,11;1,7;10,39;6,75;33,66;3,64;3,91;21,5;4,42;3,16;5,5;12,29;5,2
Sat;13;05;2017;20:15;115,23;3,14;14,18;6,68;31,37;2,97;3,31;20,3;4,41;3,16;4,9;15,53;5,29
Sat;13;05;2017;20:30;107,74;1,45;8,99;6,64;32,06;3,46;3,31;21,37;4,41;3,15;5;13,98;3,93
Sat;13;05;2017;20:45;113,48;3,14;10,98;6,58;32,64;3,39;4,39;21,4;4,41;3,14;4,9;14,77;3,73
Sat;13;05;2017;21:00;112,49;1,33;11,2;6,52;32,37;4,16;4,39;20,46;4,42;3,14;4,7;15,68;4,13
Sat;13;05;2017;21:15;112,79;3,15;11,29;6,52;32,17;5,57;1,2;21,52;4,42;3,15;4,8;14,69;4,33
Sat;13;05;2017;21:30;115,12;1,44;10,93;6,48;31,84;2,75;4,51;21,39;4,42;3,14;4,8;16,43;6,98
Sat;13;05;2017;21:45;115,37;2,8;9,48;6,44;32,08;4,17;4,51;20,35;4,41;3,14;4,5;13,21;10,28
Sat;13;05;2017;22:00;110,45;2,6;4,58;6,42;31,87;3,15;5,31;21,3;4,41;3,14;4,6;14,5;8,59
Sat;13;05;2017;22:15;107;1,94;7,81;6,4;32,07;3,9;5,31;20,78;4,42;3,13;4,7;12,84;3,71
Sat;13;05;2017;22:30;111,29;2,88;9,7;6,38;31,78;3,51;5,31;21,42;4,42;3,13;4,2;15,15;3,41
Sat;13;05;2017;22:45;104,57;1,54;7,17;6,36;32,14;3,78;5,31;20,18;4,42;3,13;4,6;12,63;3,31
Sat;13;05;2017;23:00;111,34;3,13;7,22;6,36;31,75;3,68;5,31;21,63;4,43;3,14;4,1;14,96;5,64
Sat;13;05;2017;23:15;109,51;1,34;10,33;6,36;30,84;3,72;1,68;20,73;4,42;3,13;4,5;13,3;9,18
Sat;13;05;2017;23:30;106,77;3,14;4,26;6,36;30,84;3,72;6,91;20,49;4,43;3,13;4,1;14,58;4,82
Sat;13;05;2017;23:45;105,68;1,46;10,67;6,35;32,47;3,84;6,91;15,06;4,42;3,14;4,1;13,94;3,31
Sun;14;05;2017;00:00;96,74;2,82;6,31;6,34;31,48;3,63;1,3;15,92;4,43;3,13;4;13,87;3,51
Sun;14;05;2017;00:15;105;2,45;8,47;6,35;31,75;3,91;4,26;17,76;4,42;3,13;4,1;14,78;3,61
Sun;14;05;2017;00:30;97,81;1,98;6,88;6,34;32,89;3,59;4,26;13,07;4,42;3,14;4,1;13,23;3,91
Sun;14;05;2017;00:45;102,29;2,68;9,86;6,35;31,16;4,01;1,27;15,54;4,43;3,14;4;15,41;4,44
Sun;14;05;2017;01:00;102,07;1,89;4,42;6,33;31,2;3,52;3,27;16,57;4,43;3,14;3,9;12,74;10,67
Sun;14;05;2017;01:15;99,98;3,02;7,7;6,34;30,91;4,09;3,3;12,78;4,43;2,76;4;15,02;5,64
Sun;14;05;2017;01:30;103,39;1,56;10;6,34;31,74;3,4;5,14;16,32;4,42;3,14;4;13,69;3,64
Sun;14;05;2017;01:45;97,06;3,05;6,31;6,33;30,88;4,06;5,14;13;4,41;2,63;3,8;14,15;3,31
Sun;14;05;2017;02:00;99,59;1,48;8,33;6,33;31,39;3,43;5,14;14,52;4,43;2,84;3,9;14,5;3,31
Sun;14;05;2017;02:15;98,95;3,15;5,92;6,32;31,83;4,06;5,14;13,71;4,35;2,77;3,8;13,3;4,6
Sun;14;05;2017;02:30;105,9;1,76;8,05;6,33;31,79;3,49;5,14;13,15;4,18;2,83;3,9;15,08;10,19
Sun;14;05;2017;02:45;98,43;3,36;6,4;6,32;30,55;4,1;5,14;14,58;4,19;2,82;3,9;12,63;4,45
Sun;14;05;2017;03:00;97,53;1,54;7,35;5,92;31,77;3,24;5,14;13,48;4,2;2,58;3,9;15,11;3,31
Sun;14;05;2017;03:15;94,54;2,75;6,57;4,63;33,53;3,77;3,36;13,14;4,2;2,47;3,7;13,11;3,31
Sun;14;05;2017;03:30;96,19;3,37;5,93;6,42;30,62;3,07;3,36;14,56;4,21;2,74;3,8;14,71;3,41
Sun;14;05;2017;03:45;91,75;1,09;6,19;6,33;31,25;3,06;3,36;12,5;4,2;2,38;3,8;13,97;3,61
Sun;14;05;2017;04:00;102,33;3,16;6,97;6,31;32,47;3,58;3,36;15,25;4,21;2,51;3,6;13,76;7,15
Sun;14;05;2017;04:15;98,85;3,36;6,6;6,33;32,4;3,88;3,36;12,03;4,2;2,81;3,6;14,59;5,7
Sun;14;05;2017;04:30;93,05;1,09;6,16;6,32;30,74;3,96;3,36;14,89;4,2;2,19;3,7;13,04;3,41
Sun;14;05;2017;04:45;95,98;2,71;7,8;6,32;31,02;3,07;3,36;12,65;4,2;2,71;3,7;15,22;3,21
Sun;14;05;2017;05:00;92,3;2,62;5,41;6,32;32,1;3,07;3,36;13,43;4,21;2,01;3,8;12,66;3,31
Sun;14;05;2017;05:15;94,86;1,49;7,13;6,09;29,61;3,06;4,55;14,25;4,2;2,65;3,5;15,02;3,31
Sun;14;05;2017;05:30;92,06;3,36;6,02;4,45;30,85;3,74;4,55;12,92;4,21;1,94;3,6;12,91;3,51
Sun;14;05;2017;05:45;103,32;1,99;7,2;6,43;31,47;3,7;5,02;14,36;4,21;2,7;3,3;14,65;8,29
Sun;14;05;2017;06:00;95,61;1,93;5,61;6,36;31,32;3,49;5,02;13,2;4,21;1,93;3,4;12,66;6,49
Sun;14;05;2017;06:15;96,64;3,35;7,47;6,34;31,2;3,06;5,02;12,34;4,21;2,73;3;14,62;3,31
Sun;14;05;2017;06:30;93,7;1,4;8,16;6,35;31,63;3,05;3,16;14,74;4,21;1,94;3,1;12,56;3,42
Sun;14;05;2017;06:45;92,83;2,75;4,51;6,35;31,37;4,2;4,25;12,01;4,2;2,36;3,1;14,42;3,31
Sun;14;05;2017;07:00;90,16;3,35;6,18;2,27;30,99;3,7;4,25;14,06;4,2;2,05;3;12,6;3,51
Sun;14;05;2017;07:15;101,36;1,54;8,65;2,05;31,67;3,6;4,25;13,5;4,2;2,57;3,1;22,82;3,42
Sun;14;05;2017;07:30;115,26;1,95;4,28;2,29;32,63;3,08;4,25;12,92;4,21;1,94;3,2;34,67;9,84
Sun;14;05;2017;07:45;116,1;3,35;5,72;2,5;30,31;3,08;4,25;15,82;4,21;1,95;3,2;34,38;7,35
Sun;14;05;2017;08:00;112,95;1,97;9,35;2,64;31,42;3,86;2,93;12,83;4,21;1,94;3,3;34,28;4,21
Sun;14;05;2017;08:15;107,3;1,72;4,16;2,7;30,86;3,7;3,33;15,36;4,21;2,61;3,3;31,63;3,71
Sun;14;05;2017;08:30;114,77;3,36;8,9;2,78;31,49;3,91;3,37;16,27;4,23;1,9;3,7;31,05;3,81
Sun;14;05;2017;08:45;109,56;2,49;3,98;3,24;32,63;3,07;3,4;14,56;4,24;1,9;3,9;30,5;5,64
Sun;14;05;2017;09:00;132,95;0,94;9,01;10,25;31,81;3,06;3,47;17,02;4,26;2,43;4;31,42;15,3
Sun;14;05;2017;09:15;133,75;3,35;11,92;8,34;30,85;3,53;3,56;17,17;4,33;1,94;4,1;28,93;15,73
Sun;14;05;2017;09:30;131,27;3,34;13,1;5,76;31,58;3,22;3,68;18,31;4,38;1,94;4,1;26,75;15,12
Sun;14;05;2017;09:45;139,36;1,31;12,74;7,37;32,7;4,42;7,75;18,46;4,41;1,94;4,3;28,6;15,35
Sun;14;05;2017;10:00;143,47;2,45;12,86;7,35;33,16;3,28;7,75;18,66;4,4;2,58;4,3;31,6;15,08
Sun;14;05;2017;10:15;152,8;3,46;16,79;7,24;32,48;4,44;4,87;27,26;6,39;2,06;5,1;29,2;13,51
Sun;14;05;2017;10:30;160,62;1,68;18,61;7,1;31,98;3,19;4,87;34,5;8,8;2,74;5,6;31,09;10,46
Sun;14;05;2017;10:45;154,42;1,66;18,49;7,01;33,74;4,48;4,87;29,06;8,35;1,94;6,4;27,93;10,49
Sun;14;05;2017;11:00;158,85;3,32;20,25;6,89;32,44;3,12;4,87;28,8;8,74;2,13;9,7;26,46;12,15
Sun;14;05;2017;11:15;162,85;2,27;18,89;6,79;32,5;4,44;4,87;28,65;8,69;2,74;12,5;29,62;10,89
Sun;14;05;2017;11:30;166,28;1,81;17,78;6,73;32,37;3,12;4,87;29,67;8,73;2,4;12,3;31,05;15,45
Sun;14;05;2017;11:45;162,35;3,36;13,35;6,7;33,73;4,46;4,87;29,58;8,75;2,3;10,1;28,95;16,22
Sun;14;05;2017;12:00;162,72;1,76;15,61;6,64;31,94;3,38;4,87;30,13;8,79;2,58;10,4;30,55;16,07
Sun;14;05;2017;12:15;168,32;1,7;22,85;6,64;29,76;3,38;4,87;29,61;8,8;2,51;13,2;28,45;16,55
Sun;14;05;2017;12:30;162,73;3,33;17,76;6,61;31,02;3,05;4,87;29,86;8,76;2,77;11,2;31,04;12,48
Sun;14;05;2017;12:45;164,46;3,3;20,74;6,54;35,1;3,71;0,8;29,81;8,73;2,76;11,9;28,69;12,38
Sun;14;05;2017;13:00;159,71;0,75;17,96;6,53;28,67;3,12;3,36;29,43;8,7;2,48;13,1;31,24;14,37
Sun;14;05;2017;13:15;163,03;2,77;18,09;6,5;29,84;4,14;3,34;29,31;8,69;3,09;11,7;28,63;16,92
Sun;14;05;2017;13:30;166,18;3,39;18,17;6,44;31,32;3,05;3,43;29,5;8,67;2,64;12,4;30,99;16,18
Sun;14;05;2017;13:45;166,4;3,15;19,02;6,44;32,97;3,05;3,56;28,46;8,64;3,19;12,8;28,65;16,47
Sun;14;05;2017;14:00;157,99;1,12;13,15;6,44;32,19;3,72;3,7;28;8,55;3,18;11,9;30,76;15,28
Sun;14;05;2017;14:15;158,02;1,56;15,57;6,45;32,19;3,86;5,55;30,08;6,58;2,86;12,7;28,77;11,85
Sun;14;05;2017;14:30;162,25;2,95;19,83;6,44;29,46;3,43;4,99;29,39;7,18;2,8;11,6;31,02;13,17
Sun;14;05;2017;14:45;165,63;1,83;20,81;6,42;32,3;3,06;4,99;29,3;7,26;3,19;11;28,8;16,68
Sun;14;05;2017;15:00;170,66;2,55;18,97;6,44;34,9;3,85;4,99;29,06;7,29;3,19;12,7;30,72;16
Sun;14;05;2017;15:15;164,07;2,61;19,15;6,42;31,5;3,04;4,99;28,73;7,35;3,19;12;29,16;15,95
Sun;14;05;2017;15:30;160,57;1,83;20,36;6,37;32,67;4,21;4,99;28,12;7,4;3,19;11,9;27,62;11,91
Sun;14;05;2017;15:45;155,97;3,09;18,62;6,42;30,85;3,06;4,99;29,05;7,41;3,2;11;26,53;11,76
Sun;14;05;2017;16:00;158,6;1,25;21,21;6,45;31,43;3,42;4,99;29,06;7,45;3,2;11,5;27,19;11,45
Sun;14;05;2017;16:15;159,46;3,16;17,84;6,46;31,14;3,31;3,26;28,84;7,47;3,2;12,6;27,24;14,94
Sun;14;05;2017;16:30;158,79;1,3;19,48;6,44;31,96;4,4;3,26;28,53;7,49;3,21;10,1;26,42;16,2
Sun;14;05;2017;16:45;163,55;3,15;21,46;6,45;32,08;3,51;3,26;27,51;7,52;3,2;11,5;27,87;16,05
Sun;14;05;2017;17:00;161,41;1,83;21,11;6,47;31,09;4,14;4,51;27,3;7,51;3,2;12,2;26,17;15,89
Sun;14;05;2017;17:15;165,52;2,49;19;6,46;32,93;3,71;7,41;28,69;7,52;3,21;10,3;27,82;15,98
Sun;14;05;2017;17:30;165,65;2,7;18,98;6,46;31,37;4,03;7,41;29,04;7,52;3,21;12,1;25,89;16,94
Sun;14;05;2017;17:45;163,45;1,89;21,36;6,46;31,12;3,65;3,92;28,77;7,52;3,2;11,4;28,15;16,02
Sun;14;05;2017;18:00;159,66;2,76;20,91;6,47;31,42;4,16;3,92;29,03;7,55;3,22;12,1;25,83;12,28
Sun;14;05;2017;18:15;159,02;1,59;20,57;6,46;33,04;3,47;3,92;28,89;7,57;3,21;11;27,69;11,62
Sun;14;05;2017;18:30;158,98;3,17;19,41;4,19;30,78;4,43;4,34;27,98;9,29;3,21;11,9;25,87;14,41
Sun;14;05;2017;18:45;161,83;1,12;17,97;7,25;32,16;3,13;4,34;28,98;9,63;3,21;11,1;26,68;16,28
Sun;14;05;2017;19:00;168,23;3,12;21,31;7,34;31,61;4,46;4,24;28,81;9,25;3,21;12;26,79;16,09
Sun;14;05;2017;19:15;152,36;2,01;17,63;7,24;32,11;3,24;4,24;27,87;7,01;3,2;10,7;25,85;11,27
Sun;14;05;2017;19:30;162,05;2,46;22,89;6,81;30,79;4,35;4,24;27,71;7,18;3,2;12,6;27,81;12,02
Sun;14;05;2017;19:45;143,85;2,62;13,15;4,97;30,62;3,45;4,24;28,38;7,26;3,19;9,7;25,47;10,8
Sun;14;05;2017;20:00;155,11;1,62;16,28;7,31;31,35;4,17;4,24;28,63;7,29;3,18;11,8;27,26;11,98
Sun;14;05;2017;20:15;158,52;3,16;21,11;7,31;30,44;3,55;4,24;28,54;7,34;3,17;12,2;25,87;11,61
Sun;14;05;2017;20:30;154,59;1,32;18,31;7,29;31,83;3,68;4;28,36;6,49;3,16;9,6;25,71;14,84
Sun;14;05;2017;20:45;163,54;3,16;19,76;7,26;32,33;4,03;4;28,85;6,52;3,16;11,4;27,53;15,55
Sun;14;05;2017;21:00;152,11;1,62;18,41;4,69;30,53;3,06;4;28,64;6,48;3,16;10;25,3;16,23
Sun;14;05;2017;21:15;148,04;2,8;17,31;7,32;31,9;3,51;4;27,79;6,47;3,15;6,3;25,86;11,63
Sun;14;05;2017;21:30;145,23;2,09;18,56;7,31;29,91;3,23;4;27,58;6,47;3,15;6,2;26,07;10,66
Sun;14;05;2017;21:45;150,55;2,1;19,3;7,3;31,69;4,27;4,57;28,93;6,47;3,16;6,4;26,87;9,48
Sun;14;05;2017;22:00;143,67;3,1;17,13;7,3;31,6;3,05;4,57;28,92;6,11;3,16;6,7;25,29;6,74
Sun;14;05;2017;22:15;137,42;1,12;17,09;6,27;30,85;3,44;4,81;28,14;6,49;3,16;6,2;23,9;5,96
Sun;14;05;2017;22:30;136,19;3,14;18,21;5,79;31,75;3,3;4,81;29,12;6,87;3,16;6,7;16,36;6,99
Sun;14;05;2017;22:45;130,3;2;16,36;7,31;30;4,28;4,81;28,89;4,93;3,16;6,2;14,56;7,8
